row_label_raw,row_label_full,col_0,Bộ phận chia theo khu vực địa lý,Bộ phận chia theo khu vực địa lý_1,Bộ phận chia theo khu vực địa lý_2,numeric__Bộ phận chia theo khu vực địa lý,numeric__Bộ phận chia theo khu vực địa lý_1,numeric__Bộ phận chia theo khu vực địa lý_2
,,,Trong nước VND,Nước ngoài VND,Tổng VND,,,
Năm kết thúc ngày30 tháng 9 năm 2022,Năm kết thúc ngày30 tháng 9 năm 2022,Năm kết thúc ngày30 tháng 9 năm 2022,,,,,,
Doanh thu thuầnGiá vốn,Doanh thu thuầnGiá vốn,Doanh thu thuầnGiá vốn,56.214.951.778.660(55.347.026.256.953),24.974.529.436.439(22.041.397.152.808),81.189.481.215.099(77.388.423.409.761),,,
,,,867.925.521.707,2.933.132.283.631,3.801.057.805.338,867925521707.0,2933132283631.0,3801057805338.0
Năm kết thúc ngày30 tháng 9 năm 2021,Năm kết thúc ngày30 tháng 9 năm 2021,Năm kết thúc ngày30 tháng 9 năm 2021,,,,,,
Doanh thu thuầnGiá vốn,Doanh thu thuầnGiá vốn,Doanh thu thuầnGiá vốn,57.968.328.131.963(54.931.238.317.407),28.298.680.302.469(25.569.490.108.878),86.267.008.434.432(80.500.728.426.285),,,
,,,3.037.089.814.556,2.729.190.193.591,5.766.280.008.147,3037089814556.0,2729190193591.0,5766280008147.0
