row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2022VND,30/9/2021VND,,
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,137.809.115.329,107.547.022.862,137809115329.0,107547022862.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,31.898.095.327,29.172.591.956,31898095327.0,29172591956.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,51.617.783.651,29.405.088.651,51617783651.0,29405088651.0
Chi phí tiếp khách,Chi phí tiếp khách,Chi phí tiếp khách,12.241.321.628,11.490.258.007,12241321628.0,11490258007.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,18.518.659.374,17.225.095.414,18518659374.0,17225095414.0
Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,5.260.489.540,6.621.202.829,5260489540.0,6621202829.0
Chi phí công tác,Chi phí công tác,Chi phí công tác,9.059.375.388,4.948.345.429,9059375388.0,4948345429.0
Chi phí khác,Chi phí khác,Chi phí khác,56.612.516.972,46.788.391.698,56612516972.0,46788391698.0
,,,323.017.357.209,253.197.996.846,323017357209.0,253197996846.0
