row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2022VND,30/9/2021VND,,
Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,,
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,11.338.681.473.292,14.380.220.390.226,11338681473292.0,14380220390226.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,10.677.905.794.382,12.406.066.542.279,10677905794382.0,12406066542279.0
Bán tài sản cố định,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Bán tài sản cố định,Bán tài sản cố định,-,2.146.533.482,,2146533482.0
Hàng bán bị trả lại/giảm giá hàng bán,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Hàng bán bị trả lại/giảm giá hàng bán,Hàng bán bị trả lại/giảm giá hàng bán,-,94.564.747,,94564747.0
Trả lại hàng mua,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Trả lại hàng mua,Trả lại hàng mua,1.313.093.999,2.964.150.670,1313093999.0,2964150670.0
Hàng mua được giảm giá,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Hàng mua được giảm giá,Hàng mua được giảm giá,179.379.341,56.386.365,179379341.0,56386365.0
Cho thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Cho thuê tài sản,Cho thuê tài sản,116.040.000,9.670.000,116040000.0,9670000.0
Thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Thuê tài sản,Thuê tài sản,112.867.044,404.139.768,112867044.0,404139768.0
Lợi nhuận được chia,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Lợi nhuận được chia,Lợi nhuận được chia,-,946.725.035.692,,946725035692.0
Mua dịch vụ gia công,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Mua dịch vụ gia công,Mua dịch vụ gia công,74.544.573.553,150.905.593.027,74544573553.0,150905593027.0
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,1.758.868.357,31.113.848.136,1758868357.0,31113848136.0
Bán khác,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Bán khác,Bán khác,5.265.843,20.713.740,5265843.0,20713740.0
Mua khác,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Mua khác,Mua khác,466.646.471,2.654.343.654,466646471.0,2654343654.0
Công ty TNHH Một Thành Viên Hoa Sen Nhom Hội -,Công ty TNHH Một Thành Viên Hoa Sen Nhom Hội -,Công ty TNHH Một Thành Viên Hoa Sen Nhom Hội -,Công ty TNHH Một Thành Viên Hoa Sen Nhom Hội -,Công ty TNHH Một Thành Viên Hoa Sen Nhom Hội -,,
Bình Định,Bình Định,Bình Định,Bình Định,Bình Định,,
Bán hàng hóa và thành phẩm,Bình Định > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,5.916.912.916.961,8.720.363.728.904,5916912916961.0,8720363728904.0
Mua hàng hóa và thành phẩm,Bình Định > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,5.293.505.494.304,7.842.804.505.068,5293505494304.0,7842804505068.0
Bán tài sản cố định,Bình Định > Bán tài sản cố định,Bán tài sản cố định,283.000.000,494.268.668,283000000.0,494268668.0
Trả lại hàng mua,Bình Định > Trả lại hàng mua,Trả lại hàng mua,1.715.302.815,1.879.028.959,1715302815.0,1879028959.0
Lợi nhuận được chia,Bình Định > Lợi nhuận được chia,Lợi nhuận được chia,-,756.039.601.281,,756039601281.0
