row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,88.394.418.522.526,69.994.156.402.467,,,88394418522526.0,69994156402467.0
110,110,110,I. Tài sản tài chính,,88.266.691.668.764,69.879.579.664.831,,,88266691668764.0,69879579664831.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,3.519.401.466.338,182.443.705.328,,5.0,3519401466338.0,182443705328.0
111.1,111.1,111.1,1.1. Tiền,,1.079.287.449.059,182.443.705.328,,,1079287449059.0,182443705328.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,2.440.114.017.279,-,,,2440114017279.0,
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,37.634.045.969.086,42.087.658.651.883,,71.0,37634045969086.0,42087658651883.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,5.206.787.836.907,3.790.316.165.686,,73.0,5206787836907.0,3790316165686.0
114,114,114,4. Các khoản cho vay,7.4,38.940.059.337.071,21.998.601.885.375,,74.0,38940059337071.0,21998601885375.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,473.293.397.647,446.303.182.222,,72.0,473293397647.0,446303182222.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,8,(11.932.085),(55.101.823.874),,8.0,-11932085.0,-55101823874.0
117,117,117,7. Các khoản phải thu,,570.313.782.758,798.760.029.557,,,570313782758.0,798760029557.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,192.130.223.980,507.766.978.808,,9.0,192130223980.0,507766978808.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiến lãi các tài sản tài chính",9,378.183.558.778,290.993.050.749,,9.0,378183558778.0,290993050749.0
117.4,117.4,117.4,"7.2.1. Dự thu cổ tức, tiến lãi chưa đến ngày nhận",,378.183.558.778,290.993.050.749,,,378183558778.0,290993050749.0
118,118,118,8. Trả trước cho người bán,9,1.576.810.496.033,830.656.988.493,,9.0,1576810496033.0,830656988493.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,16.583.961.207,14.825.982.317,,9.0,16583961207.0,14825982317.0
122,122,122,10. Các khoản phải thu khác,9,519.659.581.382,16.986.334.652,,9.0,519659581382.0,16986334652.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(190.252.227.580),(231.871.436.808),,9.0,-190252227580.0,-231871436808.0
130,130,130,II. Tài sản ngắn hạn khác,10,127.726.853.762,114.576.737.636,,10.0,127726853762.0,114576737636.0
131,131,131,1. Tạm ứng,,4.555.517.315,20.026.105.542,,,4555517315.0,20026105542.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,197.928.265,595.758.695,,,197928265.0,595758695.0
133,133,133,3. Chỉ phí trả trước ngắn hạn,,94.416.920.782,52.118.867.165,,,94416920782.0,52118867165.0
134,134,134,"4. Cẩm cố, thể chấp, ký quỹ, ký cược ngắn hạn",,762.070.000,158.400.000,,,762070000.0,158400000.0
137,137,137,5. Tài sản ngắn hạn khác,,27.794.417.400,41.677.606.234,,,27794417400.0,41677606234.0
