row_label_raw,row_label_full,Các khoản đầu tư nắm giữ đến ngày đáo hạn > - Trái phiếu nắm giữ đến ngày đáo hạn (1) > - Tiền gửi có kỳ hạn trên 1 năm,Hình thức sở hữu,Số cuối năm > Tỷ lệ biểu quyết của Công ty,Số cuối năm > Giá trị VND > 2.971.910.059.220 > -,Số đầu năm > Tỷ lệ biểu quyết của Công ty,Số đầu năm > Giá trị VND > 938.116.263.256 > 614.534.757.754 > 323.581.505.502,numeric__Hình thức sở hữu,numeric__Số cuối năm > Tỷ lệ biểu quyết của Công ty,numeric__Số cuối năm > Giá trị VND > 2.971.910.059.220 > -,numeric__Số đầu năm > Tỷ lệ biểu quyết của Công ty,numeric__Số đầu năm > Giá trị VND > 938.116.263.256 > 614.534.757.754 > 323.581.505.502
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,,479.000.000.000,,479.000.000.000,,,479000000000.0,,479000000000.0
- Công ty TNHH Quản lý Quỹ SSI (SSIAM),- Công ty TNHH Quản lý Quỹ SSI (SSIAM),- Công ty TNHH Quản lý Quỹ SSI (SSIAM),Trực tiếp,100%,75.000.000.000,100%,75.000.000.000,,1.0,75000000000.0,1.0,75000000000.0
- Quỹ Đầu tư Thành viên SSI (SSIIMF),- Quỹ Đầu tư Thành viên SSI (SSIIMF),- Quỹ Đầu tư Thành viên SSI (SSIIMF),Trực tiếp,"76,15%",404.000.000.000,"76,15%",404.000.000.000,,0.7615000000000001,404000000000.0,0.7615000000000001,404000000000.0
"Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)",,,392.579.166.529,,401.285.881.529,,,392579166529.0,,401285881529.0
- Công ty Cổ phần Tập đoàn PAN (PAN) (3),- Công ty Cổ phần Tập đoàn PAN (PAN) (3),- Công ty Cổ phần Tập đoàn PAN (PAN) (3),Trực tiếp,"12,75%",392.579.166.529,"12,73%",391.285.881.529,,0.1275,392579166529.0,0.1273,391285881529.0
- Quỹ Đầu tư Công nghệ số và Y tế Việt Nam (VDHF) (4),- Quỹ Đầu tư Công nghệ số và Y tế Việt Nam (VDHF) (4),- Quỹ Đầu tư Công nghệ số và Y tế Việt Nam (VDHF) (4),Trực tiếp,"0,00%",-,"20,00%",10.000.000.000,,0.0,,0.2,10000000000.0
Tổng cộng,Tổng cộng,Tổng cộng,,,3.843.489.225.749,,1.818.402.144.785,,,3843489225749.0,,1818402144785.0
