row_label_raw,row_label_full,col_0,col_1,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__col_1,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Phải trả Nhà đầu tư - Tiền gửi của Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý- Của Nhà đầu tư trong nước- Của Nhà đầu tư nước ngoài,Phải trả Nhà đầu tư - Tiền gửi của Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý- Của Nhà đầu tư trong nước- Của Nhà đầu tư nước ngoài,Phải trả Nhà đầu tư - Tiền gửi của Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý- Của Nhà đầu tư trong nước- Của Nhà đầu tư nước ngoài,Phải trả Nhà đầu tư - Tiền gửi của Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý- Của Nhà đầu tư trong nước- Của Nhà đầu tư nước ngoài,8.328.556.709.6258.140.510.728.872188.045.980.753,4.919.023.915.6224.712.758.821.651206.265.093.971,,8.328556709625814e+37,4.919023915622471e+37
Tổng cộng,Tổng cộng,Tổng cộng,Tổng cộng,8.328.556.709.625,4.919.023.915.622,,8328556709625.0,4919023915622.0
29.13,29.13,29.13,Phải trả Tổ chức phát hành chứng khoán,,Đơn vị tính: VND,,,
29.13,29.13,29.13,Phải trả Tổ chức phát hành chứng khoán,Số cuối năm,Số đầu năm,,,
Phải trả tổ chức phát hành chứng khoán khác,29.13 > Phải trả tổ chức phát hành chứng khoán khác,Phải trả tổ chức phát hành chứng khoán khác,Phải trả tổ chức phát hành chứng khoán khác,15.770.243.000,122.465.000,,15770243000.0,122465000.0
29.14,29.14,29.14,"Phải trả cổ tức, gốc và lãi trái phiếu",,Đơn vị tính: VND,,,
29.14,29.14,29.14,"Phải trả cổ tức, gốc và lãi trái phiếu",Số cuối năm,Số đầu năm,,,
"Tiền gửi thanh toán gốc, tiền lãi và cổ tức của Tổ chức phát hành","29.14 > Tiền gửi thanh toán gốc, tiền lãi và cổ tức của Tổ chức phát hành","Tiền gửi thanh toán gốc, tiền lãi và cổ tức của Tổ chức phát hành","Tiền gửi thanh toán gốc, tiền lãi và cổ tức của Tổ chức phát hành",19.248.301.880,11.174.732.134,,19248301880.0,11174732134.0
