row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Số dư đầu năm > Ngày 01 tháng 01 năm 2024 > VND,Số dư đầu năm > Ngày 01 tháng 01 năm 2025 > VND,Số tăng/giảm > Năm trước > Tăng > VND,Số tăng/giảm > Năm trước > Giảm > VND,Số tăng/giảm > Năm nay > Tăng > VND,Số tăng/giảm > Năm nay > Giảm > VND,Số dư cuối năm > Ngày 31 tháng 12 năm 2024 > VND,Số dư cuối năm > Ngày 31 tháng 12 năm 2025 > VND,numeric__Thuyết minh,numeric__Số dư đầu năm > Ngày 01 tháng 01 năm 2024 > VND,numeric__Số dư đầu năm > Ngày 01 tháng 01 năm 2025 > VND,numeric__Số tăng/giảm > Năm trước > Tăng > VND,numeric__Số tăng/giảm > Năm trước > Giảm > VND,numeric__Số tăng/giảm > Năm nay > Tăng > VND,numeric__Số tăng/giảm > Năm nay > Giảm > VND,numeric__Số dư cuối năm > Ngày 31 tháng 12 năm 2024 > VND,numeric__Số dư cuối năm > Ngày 31 tháng 12 năm 2025 > VND
A,A,A,B,1,2,3,4,5,6,7,8,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
II. THU NHẬP TOÀN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tải chính AFS,II. THU NHẬP TOÀN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tải chính AFS,II. THU NHẬP TOÀN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tải chính AFS,,(3.793.033.106),(3.793.033.106),-,-,17.829.742.932,-,(3.793.033.106),14.036.709.826,,-3793033106.0,-3793033106.0,,,17829742932.0,,-3793033106.0,14036709826.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,41,(3.793.033.106),(3.793.033.106),-,-,17.829.742.932,-,(3.793.033.106),14.036.709.826,41.0,-3793033106.0,-3793033106.0,,,17829742932.0,,-3793033106.0,14036709826.0
