row_label_raw,row_label_full,col_0,Giá trịphải thu khó đòicuối năm,Số dự phòngđầu năm,Số trích lậptrong năm,Số hoàn nhậptrong năm,Số dự phòngcuối năm,Giá trịphải thu khó đòiđầu năm,numeric__Giá trịphải thu khó đòicuối năm,numeric__Số dự phòngđầu năm,numeric__Số trích lậptrong năm,numeric__Số hoàn nhậptrong năm,numeric__Số dự phòngcuối năm,numeric__Giá trịphải thu khó đòiđầu năm
Dự phòng phải thu bán cáctài sản tài chính khó đòi,Dự phòng phải thu bán cáctài sản tài chính khó đòi,Dự phòng phải thu bán cáctài sản tài chính khó đòi,190.191.227.580,231.621.436.808,-,(41.430.209.228),190.191.227.580,231.621.436.808,190191227580.0,231621436808.0,,-41430209228.0,190191227580.0,231621436808.0
- Công ty TNHH TMXDPhúc Bảo Minh,- Công ty TNHH TMXDPhúc Bảo Minh,- Công ty TNHH TMXDPhúc Bảo Minh,190.191.227.580,231.621.436.808,-,(41.430.209.228),190.191.227.580,231.621.436.808,190191227580.0,231621436808.0,,-41430209228.0,190191227580.0,231621436808.0
Phải thu các dịch vụ công tychứng khoán cung cấp khó đòi,Phải thu các dịch vụ công tychứng khoán cung cấp khó đòi,Phải thu các dịch vụ công tychứng khoán cung cấp khó đòi,170.000.000,250.000.000,61.000.000,(250.000.000),61.000.000,250.000.000,170000000.0,250000000.0,61000000.0,-250000000.0,61000000.0,250000000.0
- Công ty Cổ phần Hưng ThịnhLand,- Công ty Cổ phần Hưng ThịnhLand,- Công ty Cổ phần Hưng ThịnhLand,50.000.000,-,25.000.000,-,25.000.000,-,50000000.0,,25000000.0,,25000000.0,
- Công ty Cổ Phần Hưng ThịnhIncons,- Công ty Cổ Phần Hưng ThịnhIncons,- Công ty Cổ Phần Hưng ThịnhIncons,120.000.000,-,36.000.000,-,36.000.000,-,120000000.0,,36000000.0,,36000000.0,
- Công ty Cổ phần bệnh việnHửu Nghị Đa khoa Nghệ An,- Công ty Cổ phần bệnh việnHửu Nghị Đa khoa Nghệ An,- Công ty Cổ phần bệnh việnHửu Nghị Đa khoa Nghệ An,-,10.000.000,-,(10.000.000),-,10.000.000,,10000000.0,,-10000000.0,,10000000.0
- Công ty Cổ phần tập đoànDabaco Việt Nam,- Công ty Cổ phần tập đoànDabaco Việt Nam,- Công ty Cổ phần tập đoànDabaco Việt Nam,-,240.000.000,-,(240.000.000),-,240.000.000,,240000000.0,,-240000000.0,,240000000.0
Tổng cộng,Tổng cộng,Tổng cộng,190.361.227.580,231.871.436.808,61.000.000,(41.680.209.228),190.252.227.580,231.871.436.808,190361227580.0,231871436808.0,61000000.0,-41680209228.0,190252227580.0,231871436808.0
