row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ,% sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ,numeric__% sở hữu
Công ty TNHHQuản lý QuỹSSI (SSIAM),Công ty TNHHQuản lý QuỹSSI (SSIAM),Công ty TNHHQuản lý QuỹSSI (SSIAM),Giấy phép Thành lập và Hoạt động số 19/UBCK-GP ngày 03 tháng8 năm 2007 và giấy phép điều chỉnh gần nhất số 122/GPĐC-UBCKngày 19 tháng 12 năm 2022.,Quản lý quỹ đầu tư chứng khoán vàquản lý danh mục đầu tư chứngkhoán,75.000.000.000 VND,100%,,,,1.0
Quỹ Đầu tưThành viênSSI (SSI IMF),Quỹ Đầu tưThành viênSSI (SSI IMF),Quỹ Đầu tưThành viênSSI (SSI IMF),Thông báo về việc xác nhận thành lập quỹ thành viên số 130/TB-UBCK ngày 27 tháng 7 năm 2010 và giấy phép điều chỉnh gần nhấtsố 12/GCN-UBCK ngày 15 tháng 4 năm 2022.,"Đầu tư vào chứng khoán hoặc cácdạng tài sản đầu tư khác, kể cả bấtdộng sản",530.500.000.000 VND,"76,15%",,,,0.7615000000000001
