row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I.DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,"1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (""FVTPL"")",,6.038.728.813.096,3.966.694.509.872,,,6038728813096.0,3966694509872.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,30.1,3.070.505.458.249,1.403.726.028.577,,301.0,3070505458249.0,1403726028577.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,30.2,411.740.822.212,355.723.748.555,,302.0,411740822212.0,355723748555.0
01.3,01.3,01.3,"1.3. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL",30.4,2.251.807.583.514,2.047.963.488.063,,304.0,2251807583514.0,2047963488063.0
01.4,01.4,01.4,1.4. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,30.3,304.674.949.121,159.281.244.677,,303.0,304674949121.0,159281244677.0
02,02,02,"2. Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn (""HTM"")",30.4,440.708.121.979,323.745.415.049,,304.0,440708121979.0,323745415049.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,30.4,3.562.009.243.140,2.079.370.965.194,,304.0,3562009243140.0,2079370965194.0
04,04,04,"4. Lãi từ tài sản tài chính sẵn sàng để bán (""AFS"")",30.4,31.334.968.132,5.855.498.234,,304.0,31334968132.0,5855498234.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,,2.347.774.768.018,1.669.016.453.571,,,2347774768018.0,1669016453571.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,7.081.780.822,10.168.863.013,,,7081780822.0,10168863013.0
08,08,08,7. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,,7.598.419.015,3.459.163.722,,,7598419015.0,3459163722.0
09,09,09,8. Doanh thu nghiệp vụ lưu ký chứng khoán,,58.609.588.539,37.083.080.264,,,58609588539.0,37083080264.0
10,10,10,9. Doanh thu hoạt động tư vấn tài chính,,47.797.250.691,24.743.117.630,,,47797250691.0,24743117630.0
11,11,11,10. Thu nhập hoạt động khác,32,81.975.786.030,81.041.612.510,,32.0,81975786030.0,81041612510.0
20,20,20,Cộng doanh thu hoạt động,,12.623.618.739.462,8.201.178.679.059,,,12623618739462.0,8201178679059.0
,,,II.CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,3.040.511.816.356,1.444.863.513.137,,,3040511816356.0,1444863513137.0
21.1,21.1,21.1,1.1. Lỗ bán các tài sản tài chính FVTPL,30.1,2.387.982.229.573,797.571.201.838,,301.0,2387982229573.0,797571201838.0
21.2,21.2,21.2,1.2. Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,30.2,355.677.775.836,446.095.577.578,,302.0,355677775836.0,446095577578.0
21.3,21.3,21.3,1.3. Chi phí giao dịch mua các tài sản tài chính FVTPL,,13.763.038.637,9.579.780.732,,,13763038637.0,9579780732.0
21.4,21.4,21.4,1.4. Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,30.3,283.088.772.310,191.616.952.989,,303.0,283088772310.0,191616952989.0
23,23,23,2. Lỗ và ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính sẵn sàng để bán (AFS) khi phân loại lại,,4.741.291.390,,,,4741291390.0,
24,24,24,"3. (Hoàn nhập)/chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi, lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",31,(41.923.779.656),34.736.394.527,,31.0,-41923779656.0,34736394527.0
26,26,26,4. Chi phí hoạt động tự doanh,35,164.388.123.875,169.038.141.175,,35.0,164388123875.0,169038141175.0
27,27,27,5. Chi phí nghiệp vụ môi giới chứng khoán,33,1.587.459.023.422,1.310.646.611.682,,33.0,1587459023422.0,1310646611682.0
28,28,28,"6. Chi phí nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",33,8.929.244.726,9.539.948.546,,33.0,8929244726.0,9539948546.0
29,29,29,7. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,33,15.284.521.164,19.990.738.187,,33.0,15284521164.0,19990738187.0
30,30,30,8. Chi phí nghiệp vụ lưu ký chứng khoán,33,56.565.562.090,41.393.115.080,,33.0,56565562090.0,41393115080.0
31,31,31,9. Chi phí hoạt động tư vấn tài chính,33,32.865.211.269,26.492.570.900,,33.0,32865211269.0,26492570900.0
32,32,32,10. Chi phí hoạt động khác,"33,34",129.238.355.752,75.238.918.530,,33.34,129238355752.0,75238918530.0
40,40,40,Cộng chi phí hoạt động,,4.998.059.370.388,3.131.939.951.764,,,4998059370388.0,3131939951764.0
