row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tam ứng,Tam ứng,Tam ứng,4.555.517.315,20.026.105.542,4555517315.0,20026105542.0
"Vật tư văn phòng, công cụ, dụng cụ","Vật tư văn phòng, công cụ, dụng cụ","Vật tư văn phòng, công cụ, dụng cụ",197.928.265,595.758.695,197928265.0,595758695.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,94.416.920.782,52.118.867.165,94416920782.0,52118867165.0
"- Chi phí trả trước mua công cụ,vật liệu văn phòng","- Chi phí trả trước mua công cụ,vật liệu văn phòng","- Chi phí trả trước mua công cụ,vật liệu văn phòng",273.250.869,89.206.752,273250869.0,89206752.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,94.143.669.913,52.029.660.413,94143669913.0,52029660413.0
"Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn",762.070.000,158.400.000,762070000.0,158400000.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,27.794.417.400,41.677.606.234,27794417400.0,41677606234.0
- Tiền gửi ký quỹ phải sinh của Công ty,- Tiền gửi ký quỹ phải sinh của Công ty,- Tiền gửi ký quỹ phải sinh của Công ty,26.819.446.500,40.692.735.334,26819446500.0,40692735334.0
- Khác,- Khác,- Khác,974.970.900,984.870.900,974970900.0,984870900.0
Tổng cộng,Tổng cộng,Tổng cộng,127.726.853.762,114.576.737.636,127726853762.0,114576737636.0
