row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,B. TÀI SẢN VÀ CÁC KHOẢN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỐI KHÁCH HÀNG (tiếp theo),,,,,,,
022,022,022,Tài sản tài chính đã lưu ký tại VSDC và chưa giao dịch của Nhà đầu tư,29.6,9.177.825.490.000,1.174.396.560.000,,296.0,9177825490000.0,1174396560000.0
022.1,022.1,022.1,"Tài sản tài chính đã lưu ký tại VSDC và chưa giao dịch, tự do chuyển nhượng",,9.153.443.500.000,1.150.014.570.000,,,9153443500000.0,1150014570000.0
022.2,022.2,022.2,"Tài sản tài chính đã lưu ký tại VSDC và chưa giao dịch, hạn chế chuyển nhượng",,24.381.000.000,24.381.000.000,,,24381000000.0,24381000000.0
022.4,022.4,022.4,"Tài sản tài chính đã lưu ký tại VSDC và chưa giao dịch, phong tỏa, tạm giữ",,990.000,990.000,,,990000.0,990000.0
023,023,023,Tài sản tài chính chờ về của Nhà đầu tư,29.7,1.022.213.737.800,598.838.030.000,,297.0,1022213737800.0,598838030000.0
024b,024b,024b,Tài sản tài chính chưa lưu ký tại VSDC của Nhà đầu tư,29.8,8.542.640.000,10.760.540.000,,298.0,8542640000.0,10760540000.0
025,025,025,Tài sản tài chính được hưởng quyền của Nhà đầu tư,29.9,1.216.071.670.000,455.522.080.000,,299.0,1216071670000.0,455522080000.0
026,026,026,Tiền gửi của khách hàng,,8.393.795.223.327,4.941.400.793.936,,,8393795223327.0,4941400793936.0
027,027,027,Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,29.10,8.042.775.828.886,4.636.518.614.794,,2910.0,8042775828886.0,4636518614794.0
027.1,027.1,027.1,Tiền gửi ký quỹ của Nhà đầu tư tại VSDC,29.10,285.780.880.739,282.505.300.828,,2910.0,285780880739.0,282505300828.0
028,028,028,Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,29.10,30.219.968.822,11.079.681.180,,2910.0,30219968822.0,11079681180.0
030,030,030,Tiền gửi của Tổ chức phát hành chứng khoán,29.11,35.018.544.880,11.297.197.134,,2911.0,35018544880.0,11297197134.0
031,031,031,Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,29.12,8.328.556.709.625,4.919.023.915.622,,2912.0,8328556709625.0,4919023915622.0
031.1,031.1,031.1,Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,,8.140.510.728.872,4.712.758.821.651,,,8140510728872.0,4712758821651.0
031.2,031.2,031.2,Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,,188.045.980.753,206.265.093.971,,,188045980753.0,206265093971.0
