row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,,,,
004,004,004,Nợ khó đòi đã xử lý (VND),,44.743.311.901,44.493.312.525,,,44743311901.0,44493312525.0
006,006,006,Cổ phiếu đang lưu hành (số lượng),28.3,2.075.914.794,1.961.872.450,,283.0,2075914794.0,1961872450.0
007,007,007,Cổ phiếu quỹ (số lượng),28.3,1.991.468,1.991.468,,283.0,1991468.0,1991468.0
008,008,008,Tài sản tài chính niêm yết/đăng ký giao dịch tại Tổng Công ty Lưu ký và Bù trừ chứng khoán Việt Nam (“VSDC”) của CTCK (VND),29.1,9.594.987.055.000,7.010.054.420.000,,291.0,9594987055000.0,7010054420000.0
009,009,009,Tài sản tài chính đã lưu ký tại VSDC và chưa giao dịch của CTCK (VND),29.2,10.490.820.000,525.880.220.000,,292.0,10490820000.0,525880220000.0
010,010,010,Tài sản tài chính chờ về của CTCK (VND),29.3,28.259.000.000,23.542.100.000,,293.0,28259000000.0,23542100000.0
012,012,012,Tài sản tài chính chưa lưu ký tại VSDC của CTCK (VND),29.4,7.367.734.537.300,9.620.611.877.300,,294.0,7367734537300.0,9620611877300.0
013,013,013,Tài sản tài chính được hưởng quyền của CTCK (VND),,579.950.000,2.768.230.000,,,579950000.0,2768230000.0
014,014,014,Chứng quyền (số lượng),,49.374.000,1.033.885.200,,,49374000.0,1033885200.0
,,,B. TÀI SẢN VÀ CÁC KHOÀN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG,,,,,,,
021,021,021,Tài sản tài chính niêm yết/đăng ký giao dịch tại VSDC của Nhà đầu tư (VND),29.5,151.444.360.599.590,119.604.922.696.400,,295.0,151444360599590.0,119604922696400.0
021.1,021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,132.974.358.609.590,102.694.055.926.400,,,132974358609590.0,102694055926400.0
021.2,021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,4.838.383.310.000,4.982.805.830.000,,,4838383310000.0,4982805830000.0
021.3,021.3,021.3,Tài sản tài chính giao dịch cẩm cố,,13.129.775.950.000,11.310.605.310.000,,,13129775950000.0,11310605310000.0
021.4,021.4,021.4,"Tài sản tài chính phong tỏa, tạm giữ",,20.928.350.000,20.725.970.000,,,20928350000.0,20725970000.0
021.5,021.5,021.5,Tài sản tài chính chờ thanh toán,,480.914.380.000,596.729.660.000,,,480914380000.0,596729660000.0
