row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,544.869.349.438,322.299.439.788,544869349438.0,322299439788.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,56.565.562.090,41.393.115.080,56565562090.0,41393115080.0
Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,859.253.988.972,672.019.439.167,859253988972.0,672019439167.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",41.106.655.807,44.376.714.817,41106655807.0,44376714817.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,636.797.667,1.172.424.305,636797667.0,1172424305.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",388.331.275,1.826.074.949,388331275.0,1826074949.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,45.124.138.203,51.463.541.796,45124138203.0,51463541796.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,61.000.000,-,61000000.0,
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,227.895.206.216,293.143.497.144,227895206216.0,293143497144.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,17.357.900.757,9.551.117.268,17357900757.0,9551117268.0
Chi phí khác,Chi phí khác,Chi phí khác,37.082.987.998,46.056.538.611,37082987998.0,46056538611.0
Tổng cộng,Tổng cộng,Tổng cộng,1.830.341.918.423,1.483.301.902.925,1830341918423.0,1483301902925.0
