row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,,
Doanh thu phân bón sản xuất,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu phân bón sản xuất,Doanh thu phân bón sản xuất,9.096.684.821.855,5.821.898.601.655,9096684821855.0,5821898601655.0
Doanh thu hóa chất sản xuất,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu hóa chất sản xuất,Doanh thu hóa chất sản xuất,1.053.286.930.071,536.558.632.218,1053286930071.0,536558632218.0
Doanh thu khác,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu khác,Doanh thu khác,247.322.070.883,37.452.323.773,247322070883.0,37452323773.0
,,,10.397.293.822.809,6.395.909.557.646,10397293822809.0,6395909557646.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên liên quan(Chi tiết tại Thuyết minh số 37),Trong đó: > Doanh thu với các bên liên quan(Chi tiết tại Thuyết minh số 37),Doanh thu với các bên liên quan(Chi tiết tại Thuyết minh số 37),9.748.063.798.118,6.310.467.697.019,9748063798118.0,6310467697019.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Chiết khấu thương mại,Các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,52.494.617.611,130.326.743.069,52494617611.0,130326743069.0
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,-,28.188.262.500,,28188262500.0
,,,52.494.617.611,158.515.005.569,52494617611.0,158515005569.0
