row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,,,,,,,,
Hàng muađang đi đường,a. Hàng tồn kho > Hàng muađang đi đường,Hàng muađang đi đường,135.995.846.536,-,216.065.135.493,-,135995846536.0,,216065135493.0,
"Nguyên liệu,vật liệu","a. Hàng tồn kho > Nguyên liệu,vật liệu","Nguyên liệu,vật liệu",557.871.471.999,(480.008.618),493.736.178.079,(10.062.946.217),557871471999.0,-480008618.0,493736178079.0,-10062946217.0
"Công cụ, dụng cụ","a. Hàng tồn kho > Công cụ, dụng cụ","Công cụ, dụng cụ",7.702.438.588,-,6.100.383.541,-,7702438588.0,,6100383541.0,
"Chi phí sản xuất,kinh doanh dở dang","a. Hàng tồn kho > Chi phí sản xuất,kinh doanh dở dang","Chi phí sản xuất,kinh doanh dở dang",215.742.112.217,-,47.998.426.316,(4.918.599.333),215742112217.0,,47998426316.0,-4918599333.0
Thành phẩm,a. Hàng tồn kho > Thành phẩm,Thành phẩm,672.863.823.153,-,525.639.482.566,(10.024.654.470),672863823153.0,,525639482566.0,-10024654470.0
Hàng hoá,a. Hàng tồn kho > Hàng hoá,Hàng hoá,818.869.012.345,(2.799.857.720),51.081.861.985,(1.298.876.140),818869012345.0,-2799857720.0,51081861985.0,-1298876140.0
,,,2.409.044.704.838,(3.279.866.338),1.340.621.467.980,(26.305.076.160),2409044704838.0,-3279866338.0,1340621467980.0,-26305076160.0
"b. Thiết bị, vật tư,phụ tùng thay thếđài hạn","a. Hàng tồn kho > b. Thiết bị, vật tư,phụ tùng thay thếđài hạn","b. Thiết bị, vật tư,phụ tùng thay thếđài hạn",124.128.741.854,-,139.786.369.885,-,124128741854.0,,139786369885.0,
