row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,27,11.654.886.608.142,7.267.626.760.488,,1.0,27.0,11654886608142.0,7267626760488.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,27,52.494.617.611,158.515.005.569,,2.0,27.0,52494617611.0,158515005569.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,27,11.602.391.990.531,7.109.111.754.919,,10.0,27.0,11602391990531.0,7109111754919.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,27,7.221.660.978.116,5.613.026.777.445,,11.0,27.0,7221660978116.0,5613026777445.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,4.380.731.012.415,1.496.084.977.474,,20.0,,4380731012415.0,1496084977474.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,29,197.327.500.376,206.534.251.941,,21.0,29.0,197327500376.0,206534251941.0
7.,7.,7.,Chi phí tài chính,22,30,72.392.854.149,92.824.454.882,,22.0,30.0,72392854149.0,92824454882.0
,,,- Trong đó: Chi phí lãi vay,23,,67.647.646.187,86.967.787.022,,23.0,,67647646187.0,86967787022.0
8.,8.,8.,Chi phí bán hàng,25,31,687.894.825.564,538.658.404.669,,25.0,31.0,687894825564.0,538658404669.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,31,355.121.608.650,349.930.722.082,,26.0,31.0,355121608650.0,349930722082.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,3.462.649.224.428,721.205.647.782,,30.0,,3462649224428.0,721205647782.0
11.,11.,11.,Thu nhập khác,31,32,150.947.981.287,95.768.310.284,,31.0,32.0,150947981287.0,95768310284.0
12.,12.,12.,Chi phí khác,32,33,1.731.044.180,1.724.581.553,,32.0,33.0,1731044180.0,1724581553.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,149.216.937.107,94.043.728.731,,40.0,,149216937107.0,94043728731.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,3.611.866.161.535,815.249.376.513,,50.0,,3611866161535.0,815249376513.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,34,550.156.610.990,156.370.815.715,,51.0,34.0,550156610990.0,156370815715.0
16.,16.,16.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,34,31.309.838.749,(22.657.341.938),,52.0,34.0,31309838749.0,-22657341938.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,3.030.399.711.796,681.535.902.736,,60.0,,3030399711796.0,681535902736.0
