row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,3.611.866.161.535,815.249.376.513,,1.0,3611866161535.0,815249376513.0
2.,I. > 2.,2.,Điều chỉnh cho các khoản:Khấu hao tài sản cố định và bắt động sản đầu tư,02,526.231.286.934,536.929.344.181,,2.0,526231286934.0,536929344181.0
2.,I. > 2.,2.,Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,03,36.040.728.360,168.208.747.550,,3.0,36040728360.0,168208747550.0
2.,I. > 2.,2.,Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(4.219.047.890),1.687.662.053,,4.0,-4219047890.0,1687662053.0
2.,I. > 2.,2.,Lãi từ hoạt động đầu tư,05,(187.788.403.455),(176.218.942.988),,5.0,-187788403455.0,-176218942988.0
2.,I. > 2.,2.,Chỉ phí lãi vay,06,-67.647.646.187,86.967.787.022,,6.0,-67647646187.0,86967787022.0
2.,I. > 2.,2.,Các khoản điều chỉnh khác,07,20.000.000.000,20.000.000.000,,7.0,20000000000.0,20000000000.0
3.,I. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,4.069.778.371.671,1.452.823.974.331,,8.0,4069778371671.0,1452823974331.0
3.,I. > 3.,3.,Tăng các khoản phải thu,09,(305.060.580.285),(22.058.368.399),,9.0,-305060580285.0,-22058368399.0
3.,I. > 3.,3.,Tăng hàng tồn kho,10,(1.052.765.608.827),(167.991.927.433),,10.0,-1052765608827.0,-167991927433.0
3.,I. > 3.,3.,"Tăng/(giảm) các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,226.103.325.200,(198.341.999.647),,11.0,226103325200.0,-198341999647.0
3.,I. > 3.,3.,Giẩm chi phí trả trước,12,17.215.062.849,6.836.601.132,,12.0,17215062849.0,6836601132.0
3.,I. > 3.,3.,Tiền lãi vay đã trả,14,(72.217.726.433),(99.547.733.136),,14.0,-72217726433.0,-99547733136.0
3.,I. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(268.300.750.006),(168.787.153.507),,15.0,-268300750006.0,-168787153507.0
3.,I. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(155.865.893.853),(106.461.070.272),,17.0,-155865893853.0,-106461070272.0
3.,I. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,2.458.886.200.316,696.472.323.059,,20.0,2458886200316.0,696472323059.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(219.401.650.245),(77.958.286.063),,21.0,-219401650245.0,-77958286063.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",-22,278.390.164,-,,-22.0,278390164.0,
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(5.600.000.000.000),(2.900.000.000.000),,23.0,-5600000000000.0,-2900000000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,4.350.000.000.000,1.690.000.000.000,,24.0,4350000000000.0,1690000000000.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,192.355.519.651,191.621.581.588,,27.0,192355519651.0,191621581588.0
5.,II. > 5.,5.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.276.767.740.430),(1.096.336.704.477),,30.0,-1276767740430.0,-1096336704477.0
