row_label_raw,row_label_full,Lợi nhuận kế toán trước thuế thu nhập doanh nghiệp,1.244.438.771,1.064.453.127,numeric__1.244.438.771,numeric__1.064.453.127
Các khoản thu nhập được miễn thuế thu nhập doanh nghiệp,Các khoản thu nhập được miễn thuế thu nhập doanh nghiệp,Các khoản thu nhập được miễn thuế thu nhập doanh nghiệp,,-,,
Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,Các khoản thu nhập được miễn thuế thu nhập doanh nghiệp > Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,6.660.559,7.672.547,6660559.0,7672547.0
Các khoản điều chỉnh khác (nếu có),Các khoản điều chỉnh khác (nếu có),Các khoản điều chỉnh khác (nếu có),-,-,,
Lỗ được chuyển và bù trừ lãi lỗ các hoạt động,Các khoản điều chỉnh khác (nếu có) > Lỗ được chuyển và bù trừ lãi lỗ các hoạt động,Lỗ được chuyển và bù trừ lãi lỗ các hoạt động,(1.251.099.330),(1.072.125.674),-1251099330.0,-1072125674.0
Thu nhập tính thuế thu nhập doanh nghiệp,Thu nhập tính thuế thu nhập doanh nghiệp,Thu nhập tính thuế thu nhập doanh nghiệp,-,-,,
Thuế suất thuế thu nhập doanh nghiệp hiện hành,Thu nhập tính thuế thu nhập doanh nghiệp > Thuế suất thuế thu nhập doanh nghiệp hiện hành,Thuế suất thuế thu nhập doanh nghiệp hiện hành,10%,10%,0.1,0.1
Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế hoạt động kinh doanh nhà ở xã hội (3),Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế hoạt động kinh doanh nhà ở xã hội (3),Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế hoạt động kinh doanh nhà ở xã hội (3),-,-,,
Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành năm nay (4),Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành năm nay (4),Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành năm nay (4),-,-,,
Tổng chi phí thuế thu nhập doanh nghiệp hiện hành (5)=(1)+(2)+(3)+(4),Tổng chi phí thuế thu nhập doanh nghiệp hiện hành (5)=(1)+(2)+(3)+(4),Tổng chi phí thuế thu nhập doanh nghiệp hiện hành (5)=(1)+(2)+(3)+(4),-,-,,
