row_label_raw,row_label_full,Ông Đoàn Văn Bình,Chủ tịch,numeric__Chủ tịch
Ông Đoàn Văn Minh,Ông Đoàn Văn Minh,Ông Đoàn Văn Minh,Thành viên,
Ông Trần Trung Kết,Ông Trần Trung Kết,Ông Trần Trung Kết,Thành viên,
Ông Nguyễn Văn Đông,Ông Nguyễn Văn Đông,Ông Nguyễn Văn Đông,Thành viên độc lập,
Bà Vũ Thị Lan Anh,Bà Vũ Thị Lan Anh,Bà Vũ Thị Lan Anh,Thành viên (Miễn nhiệm từ ngày 08/5/2025),
Ông Đoàn Đức Anh,Ông Đoàn Đức Anh,Ông Đoàn Đức Anh,Thành viên (Bổ nhiệm từ ngày 08/5/2025),
