row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,01/01/2025,01/01/2025_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__01/01/2025,numeric__01/01/2025_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,,,
Công ty TNHH C.E.O Quốc tế,Đầu tư vào công ty con > Công ty TNHH C.E.O Quốc tế,Công ty TNHH C.E.O Quốc tế,583.919.980.000,-,583.919.980.000,-,583919980000.0,,583919980000.0,
Công ty CP Xây dựng C.E.O,Đầu tư vào công ty con > Công ty CP Xây dựng C.E.O,Công ty CP Xây dựng C.E.O,102.000.000.000,-,102.000.000.000,-,102000000000.0,,102000000000.0,
Công ty CP Phát triển khu công nghiệp C.E.O (1),Đầu tư vào công ty con > Công ty CP Phát triển khu công nghiệp C.E.O (1),Công ty CP Phát triển khu công nghiệp C.E.O (1),445.500.000.000,-,-,-,445500000000.0,,,
Trường Cao đẳng Công thương Quốc tế (2),Đầu tư vào công ty con > Trường Cao đẳng Công thương Quốc tế (2),Trường Cao đẳng Công thương Quốc tế (2),176.900.000.000,(57.184.901.092),176.900.000.000,(48.273.409.392),176900000000.0,-57184901092.0,176900000000.0,-48273409392.0
Công ty CP Đầu tư và Phát triển Phú Quốc,Đầu tư vào công ty con > Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,306.029.000.000,(237.600.000.000),306.029.000.000,(237.600.000.000),306029000000.0,-237600000000.0,306029000000.0,-237600000000.0
Công ty CP Phát triển nhà và Đô thị Phú Quốc,Đầu tư vào công ty con > Công ty CP Phát triển nhà và Đô thị Phú Quốc,Công ty CP Phát triển nhà và Đô thị Phú Quốc,319.249.183.492,-,319.249.183.492,-,319249183492.0,,319249183492.0,
Công ty CP Đầu tư và Phát triển Nha Trang (3),Đầu tư vào công ty con > Công ty CP Đầu tư và Phát triển Nha Trang (3),Công ty CP Đầu tư và Phát triển Nha Trang (3),654.504.100.000,-,446.604.100.000,-,654504100000.0,,446604100000.0,
Công ty TNHH C.E.O Hospitality,Đầu tư vào công ty con > Công ty TNHH C.E.O Hospitality,Công ty TNHH C.E.O Hospitality,20.000.000.000,-,20.000.000.000,-,20000000000.0,,20000000000.0,
Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,Đầu tư vào công ty con > Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,1.757.500.000.000,-,1.757.500.000.000,-,1757500000000.0,,1757500000000.0,
Công ty TNHH MTV Tư vấn thiết kế C.E.O,Đầu tư vào công ty con > Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,10.000.000.000,(6.360.085.667),10.000.000.000,(7.951.852.410),10000000000.0,-6360085667.0,10000000000.0,-7951852410.0
Cộng,Đầu tư vào công ty con > Cộng,Cộng,4.375.602.263.492,(301.144.986.759),3.722.202.263.492,(293.825.261.802),4375602263492.0,-301144986759.0,3722202263492.0,-293825261802.0
