row_label_raw,row_label_full,Lợi nhuận kế toán trước thuế thu nhập doanh nghiệp,440.000.000,(1.499.230.698),numeric__440.000.000,numeric__(1.499.230.698)
Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,Chi phí không được trừ khi tính thuế thu nhập doanh nghiệp,-,11.577.364,,11577364.0
Các khoản điều chỉnh khác (nếu có),Các khoản điều chỉnh khác (nếu có),Các khoản điều chỉnh khác (nếu có),-,-,,
Lỗ được chuyển và bù trừ lãi lỗ các hoạt động,Các khoản điều chỉnh khác (nếu có) > Lỗ được chuyển và bù trừ lãi lỗ các hoạt động,Lỗ được chuyển và bù trừ lãi lỗ các hoạt động,(440.000.000),1.487.653.334,-440000000.0,1487653334.0
Thu nhập tính thuế thu nhập doanh nghiệp,Thu nhập tính thuế thu nhập doanh nghiệp,Thu nhập tính thuế thu nhập doanh nghiệp,-,-,,
Thuế suất thuế thu nhập doanh nghiệp hiện hành,Thu nhập tính thuế thu nhập doanh nghiệp > Thuế suất thuế thu nhập doanh nghiệp hiện hành,Thuế suất thuế thu nhập doanh nghiệp hiện hành,20%,20%,0.2,0.2
Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế hoạt động kinh doanh bất động sản (2),Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế hoạt động kinh doanh bất động sản (2),Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế hoạt động kinh doanh bất động sản (2),-,-,,
