row_label_raw,row_label_full,col_0,Current year,Previous year,numeric__Current year,numeric__Previous year
Proceeds from disposals of fixed assets,Proceeds from disposals of fixed assets,Proceeds from disposals of fixed assets,,"346,689,203",,
Penalties,Penalties,Penalties,"286,427,000","2,077,484,000",,
Others,Others,Others,"2,114,696,931","2,080,528,638",,
Total,Total,Total,"2,401,123,931","4,504,701,841",,
