row_label_raw,row_label_full,"On January 1, 2024","3,365,267,520,000","45,056,200,000","102,099,684,648","4,971,647,795","609,976,566,174","4,127,371,618,617","numeric__3,365,267,520,000","numeric__45,056,200,000","numeric__102,099,684,648","numeric__4,971,647,795","numeric__609,976,566,174","numeric__4,127,371,618,617"
Increase in capital in the current period,Increase in capital in the current period,Increase in capital in the current period,,,,,"190,330,236,648",190330 236 648,,,,,,
Profit in the current period,Profit in the current period,Profit in the current period,,,,,,,,,,,,
Increase fund from profit (*),Increase fund from profit (*),Increase fund from profit (*),,,"8,000,000,000",,,"8,000,000,000",,,,,,
Other increases,Other increases,Other increases,,,,,,,,,,,,
Distribution funds from profit (*),Distribution funds from profit (*),Distribution funds from profit (*),,,,,"(10,000,000,000)","(10,000,000,000)",,,,,,
Dividends (*),Dividends (*),Dividends (*),"336,514,980,000",,,,"(336,514,980,000)",,,,,,,
Appropriate funds,Appropriate funds,Appropriate funds,,,,,,,,,,,,
Other decrease,Other decrease,Other decrease,,,,,,,,,,,,
"On December 31, 2024","On December 31, 2024","On December 31, 2024","3,701,782,500,000","45,056,200,000","110,099,684,648","4,971,647,795","453,791,822,822","4,315,701,855,265",,,,,,
