row_label_raw,row_label_full,INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS,INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_1,INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_2,INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_3,INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_4,INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_5,INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_6,numeric__INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_1,numeric__INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_2,numeric__INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_3,numeric__INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_4,numeric__INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_5,numeric__INCREASE OR DECREASE IN INTANGIBLE FIXED ASSETS_6
,,,Item,Land use rights,Copyrights,"Patents, inventions",Computer software,Other assets,,,,,,
I. Historical cost,I. Historical cost,I. Historical cost,I. Historical cost,I. Historical cost,I. Historical cost,I. Historical cost,I. Historical cost,I. Historical cost,,,,,,
1. Opening balance,1. Opening balance,1. Opening balance,,"221,858,474,830",,,"53,515,000",,,,,,,
2. Increase,2. Increase,2. Increase,,,,,"882,850,200",,,,,,,
- Purchase in this period,- Purchase in this period,- Purchase in this period,,,,,"882,850,200",,,,,,,
- Other increases,- Other increases,- Other increases,,,,,,,,,,,,
3. Decrease,3. Decrease,3. Decrease,,,,,,,,,,,,
"- Liquidating, disposing","- Liquidating, disposing","- Liquidating, disposing",,,,,,,,,,,,
- Transferring into investment properties,- Transferring into investment properties,- Transferring into investment properties,,,,,,,,,,,,
- Other decreases,- Other decreases,- Other decreases,,,,,,,,,,,,
4. Closing balance,4. Closing balance,4. Closing balance,,"221,858,474,830",,,"936,365,200",,,,,,,
II. Accumulated depreciation,II. Accumulated depreciation,II. Accumulated depreciation,II. Accumulated depreciation,II. Accumulated depreciation,II. Accumulated depreciation,II. Accumulated depreciation,II. Accumulated depreciation,II. Accumulated depreciation,,,,,,
1. Opening balance,1. Opening balance,1. Opening balance,,,,,"3,002,787",,,,,,,
2. Increase,2. Increase,2. Increase,,,,,"47,400,015",,,,,,,
- Depreciation for this period,- Depreciation for this period,- Depreciation for this period,,,,,"47,400,015",,,,,,,
- Other increases,- Other increases,- Other increases,,,,,,,,,,,,
3. Decrease,3. Decrease,3. Decrease,,,,,,,,,,,,
"- Liquidating, disposing","- Liquidating, disposing","- Liquidating, disposing",,,,,,,,,,,,
- Other decreases,- Other decreases,- Other decreases,,,,,,,,,,,,
4. Closing balance,4. Closing balance,4. Closing balance,,,,,"50,402,802",,,,,,,
III. Net book value,III. Net book value,III. Net book value,III. Net book value,III. Net book value,III. Net book value,III. Net book value,III. Net book value,III. Net book value,,,,,,
1. Opening balance,1. Opening balance,1. Opening balance,,"221,858,474,830",,,"50,512,213",,,,,,,
2. Closing balance,2. Closing balance,2. Closing balance,,"221,858,474,830",,,"885,962,398",,,,,,,
