row_label_raw,row_label_full,col_0,Current year,Previous year,numeric__Current year,numeric__Previous year
Interest expenses,Interest expenses,Interest expenses,"333,151,486,395","330,828,581,764",,
Payment discounts or interests of sale under deferred payment,Payment discounts or interests of sale under deferred payment,Payment discounts or interests of sale under deferred payment,"83,465,000","126,337,800",,
Provision,Provision,Provision,,"987,880,119",,
Reversal of provision,Reversal of provision,Reversal of provision,"(3,494,310,076)","(2,041,159,633)",,
Foreign exchange losses,Reversal of provision > Foreign exchange losses,Foreign exchange losses,"9,205,439,682","2,257",,2.257
Total,Total,Total,"338,946,081,001","329,901,642,307",,
