row_label_raw,row_label_full,14. VAY VÀ NỘ THUÊ TÀI CHÍNHa) Vay ngắn hạn,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
Vay ngắn hạn - VND,Vay ngắn hạn - VND,Vay ngắn hạn - VND,1.146.883.889.520,1.146.883.889.520,2.590.256.915.777,3.088.245.073.939,1.644.872.047.682,1.644.872.047.682,1146883889520.0,1146883889520.0,2590256915777.0,3088245073939.0,1644872047682.0,1644872047682.0
Bên khác,Bên khác,Bên khác,1.130.023.889.520,1.130.023.889.520,2.473.926.915.777,2.923.845.073.939,1.579.942.047.682,1.579.942.047.682,1130023889520.0,1130023889520.0,2473926915777.0,2923845073939.0,1579942047682.0,1579942047682.0
- Ngân hàng BIDV-CN Đồng Bằng Sông Cửu Long,- Ngân hàng BIDV-CN Đồng Bằng Sông Cửu Long,- Ngân hàng BIDV-CN Đồng Bằng Sông Cửu Long,73.015.555.000,73.015.555.000,552.721.572.091,960.954.626.501,481.248.609.410,481.248.609.410,73015555000.0,73015555000.0,552721572091.0,960954626501.0,481248609410.0,481248609410.0
- Ngân hàng TMCP Tiên Phong - CN An Giang,- Ngân hàng TMCP Tiên Phong - CN An Giang,- Ngân hàng TMCP Tiên Phong - CN An Giang,243.002.675.269,243.002.675.269,641.630.268.069,694.369.626.306,295.742.033.506,295.742.033.506,243002675269.0,243002675269.0,641630268069.0,694369626306.0,295742033506.0,295742033506.0
- Ngân hàng TMCP Việt nam Thịnh Vượng - CN An Giang,- Ngân hàng TMCP Việt nam Thịnh Vượng - CN An Giang,- Ngân hàng TMCP Việt nam Thịnh Vượng - CN An Giang,19.840.495.000,19.840.495.000,405.831.986.532,510.989.966.209,124.998.474.677,124.998.474.677,19840495000.0,19840495000.0,405831986532.0,510989966209.0,124998474677.0,124998474677.0
- Ngân hàng TMCP Á Châu - CN An Giang,- Ngân hàng TMCP Á Châu - CN An Giang,- Ngân hàng TMCP Á Châu - CN An Giang,38.412.938.574,38.412.938.574,104.185.208.079,124.353.339.342,58.581.069.837,58.581.069.837,38412938574.0,38412938574.0,104185208079.0,124353339342.0,58581069837.0,58581069837.0
- Ngân hàng VCB - Kiên Giang,- Ngân hàng VCB - Kiên Giang,- Ngân hàng VCB - Kiên Giang,,,28.222.689.782,42.130.093.984,13.907.404.202,13.907.404.202,,,28222689782.0,42130093984.0,13907404202.0,13907404202.0
- Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN An Giang,- Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN An Giang,- Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN An Giang,35.243.550.000,35.243.550.000,192.507.201.887,307.205.895.747,149.942.243.860,149.942.243.860,35243550000.0,35243550000.0,192507201887.0,307205895747.0,149942243860.0,149942243860.0
- Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN Hà Nội,- Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN Hà Nội,- Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN Hà Nội,11.780.000.000,11.780.000.000,11.780.000.000,,,,11780000000.0,11780000000.0,11780000000.0,,,
- Đối tượng khác,- Đối tượng khác,- Đối tượng khác,708.728.675.677,708.728.675.677,537.047.989.337,283.841.525.850,455.522.212.190,455.522.212.190,708728675677.0,708728675677.0,537047989337.0,283841525850.0,455522212190.0,455522212190.0
Bên liên quan,Bên liên quan,Bên liên quan,16.860.000.000,16.860.000.000,116.330.000.000,164.400.000.000,64.930.000.000,64.930.000.000,16860000000.0,16860000000.0,116330000000.0,164400000000.0,64930000000.0,64930000000.0
- Công ty TNHH Sao Mai Super Feed,- Công ty TNHH Sao Mai Super Feed,- Công ty TNHH Sao Mai Super Feed,,,63.070.000.000,126.000.000.000,62.930.000.000,62.930.000.000,,,63070000000.0,126000000000.0,62930000000.0,62930000000.0
- Công ty Cổ phần Du Lịch Đồng Tháp,- Công ty Cổ phần Du Lịch Đồng Tháp,- Công ty Cổ phần Du Lịch Đồng Tháp,,,,2.000.000.000,2.000.000.000,2.000.000.000,,,,2000000000.0,2000000000.0,2000000000.0
- Công ty TNHH Sinh Học MAIKI JAPAN,- Công ty TNHH Sinh Học MAIKI JAPAN,- Công ty TNHH Sinh Học MAIKI JAPAN,16.860.000.000,16.860.000.000,17.260.000.000,400.000.000,,,16860000000.0,16860000000.0,17260000000.0,400000000.0,,
- Công ty TNHH Thương Mai Sao Mai Solar,- Công ty TNHH Thương Mai Sao Mai Solar,- Công ty TNHH Thương Mai Sao Mai Solar,,,36.000.000.000,36.000.000.000,,,,,36000000000.0,36000000000.0,,
