row_label_raw,row_label_full,col_0,Closing balance,Closing balance_1,Opening balance,Opening balance_1,numeric__Closing balance,numeric__Closing balance_1,numeric__Opening balance,numeric__Opening balance_1
,,,Value,Recoverable value,Value,Recoverable value,,,,
15. TRADE PAYABLE,15. TRADE PAYABLE,15. TRADE PAYABLE,15. TRADE PAYABLE,15. TRADE PAYABLE,15. TRADE PAYABLE,15. TRADE PAYABLE,,,,
a) Short-term trade payables,a) Short-term trade payables,a) Short-term trade payables,"129,019,170,859","129,019,170,859","153,294,682,009","153,294,682,009",,,,
Other parties,Other parties,Other parties,"128,073,601,444","128,073,601,444","153,294,682,009","153,294,682,009",,,,
+ Trang An Corp,+ Trang An Corp,+ Trang An Corp,,,"12,654,607,500","12,654,607,500",,,,
+ Sing Viet Song Doc Company Limited,+ Sing Viet Song Doc Company Limited,+ Sing Viet Song Doc Company Limited,"9,702,488,800","9,702,488,800","5,951,963,500","5,951,963,500",,,,
+ Truong Thinh Construction Investment And Trading Joint Stock Company,+ Truong Thinh Construction Investment And Trading Joint Stock Company,+ Truong Thinh Construction Investment And Trading Joint Stock Company,"11,014,599,459","11,014,599,459","8,526,877,551","8,526,877,551",,,,
"+ Khai Anh Import Export Trading Co., Ltd - Binh Thuan","+ Khai Anh Import Export Trading Co., Ltd - Binh Thuan","+ Khai Anh Import Export Trading Co., Ltd - Binh Thuan",,,"61,400,000,000","61,400,000,000",,,,
+ Truong Thang Company Limited,+ Truong Thang Company Limited,+ Truong Thang Company Limited,"1,721,504,600","1,721,504,600","1,721,859,580","1,721,859,580",,,,
+ Sterling And Wilson Private Limited Company,+ Sterling And Wilson Private Limited Company,+ Sterling And Wilson Private Limited Company,"24,876,982,503","24,876,982,503","24,876,982,503","24,876,982,503",,,,
+ Others,+ Others,+ Others,"80,758,026,082","80,758,026,082","38,162,391,375","38,162,391,375",,,,
Related parties,Related parties,Related parties,"945,569,415","945,569,415",,,,,,
+ An Giang Tourimex Joint Stock Company,+ An Giang Tourimex Joint Stock Company,+ An Giang Tourimex Joint Stock Company,"945,569,415","945,569,415",,,,,,
b) Long-term trade payables,b) Long-term trade payables,b) Long-term trade payables,b) Long-term trade payables,b) Long-term trade payables,b) Long-term trade payables,b) Long-term trade payables,,,,
Total,Total,Total,"129,019,170,859","129,019,170,859","153,294,682,009","153,294,682,009",,,,
,,,Closing balance,Closing balance,Opening balance,Opening balance,,,,
,,,Value,Recoverable value,Value,Recoverable value,,,,
a) Short-term trade payables,a) Short-term trade payables,a) Short-term trade payables,"129,019,170,859","129,019,170,859","153,294,682,009","153,294,682,009",,,,
Payable from real estate transfer,Payable from real estate transfer,Payable from real estate transfer,"25,761,993,529","25,761,993,529","280,303,000","280,303,000",,,,
Payable from construction,Payable from construction,Payable from construction,"61,986,213,375","61,986,213,375","61,271,155,733","61,271,155,733",,,,
Payable from production and trade,Payable from production and trade,Payable from production and trade,"34,275,968,800","34,275,968,800","90,146,387,928","90,146,387,928",,,,
"Payable from travel services, restaurants and hotels","Payable from travel services, restaurants and hotels","Payable from travel services, restaurants and hotels","2,626,484,779","2,626,484,779","1,410,460,937","1,410,460,937",,,,
Others,Others,Others,"4,368,510,376","4,368,510,376","186,374,411","186,374,411",,,,
b) Long-term trade payables,b) Long-term trade payables,b) Long-term trade payables,b) Long-term trade payables,b) Long-term trade payables,b) Long-term trade payables,b) Long-term trade payables,,,,
Total,Total,Total,"129,019,170,859","129,019,170,859","153,294,682,009","153,294,682,009",,,,
