row_label_raw,row_label_full,Lender,Contract,Term,Relationship,Purpose,numeric__Contract,numeric__Term,numeric__Relationship,numeric__Purpose
+ An Giang Tourimex JSC,+ An Giang Tourimex JSC,+ An Giang Tourimex JSC,1207.HDCV/2021,Over 12 months,Subsidiary,Additional investment capital in projects,,,,
+ Nhut Hong Joint Stock Company,+ Nhut Hong Joint Stock Company,+ Nhut Hong Joint Stock Company,01.2023HDCVV/2023,Over 12 months,Subsidiary,Additional capital,,,,
