row_label_raw,row_label_full,col_0,Current year,Previous year,numeric__Current year,numeric__Previous year
Disposal of fixed assets,Disposal of fixed assets,Disposal of fixed assets,Disposal of fixed assets,Disposal of fixed assets,,
Penalties,Penalties,Penalties,"21,435,417,001","843,383,637",,
Others,Others,Others,"2,577,514,948","166,569,957",,
Total,Total,Total,"24,012,931,949","1,009,953,594",,
