row_label_raw,row_label_full,3. Số tiền đi vay thực thu trong năm:,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
- Tiền thu từ đi vay theo khế ước thông thường,- Tiền thu từ đi vay theo khế ước thông thường,- Tiền thu từ đi vay theo khế ước thông thường,7.389.626.936.757,7.532.313.995.054,7389626936757.0,7532313995054.0
4. Số tiền đã thực trả gốc vay trong năm:,4. Số tiền đã thực trả gốc vay trong năm:,4. Số tiền đã thực trả gốc vay trong năm:,Năm nay,Năm trước,,
- Tiền trả nợ gốc vay theo khế ước thông thường:,4. Số tiền đã thực trả gốc vay trong năm: > - Tiền trả nợ gốc vay theo khế ước thông thường:,- Tiền trả nợ gốc vay theo khế ước thông thường:,5.869.576.046.939,7.069.246.926.648,5869576046939.0,7069246926648.0
