row_label_raw,row_label_full,col_0,Closing balance,Payables in year,Paid in year,Opening balance,numeric__Closing balance,numeric__Payables in year,numeric__Paid in year,numeric__Opening balance
a) Payables,a) Payables,a) Payables,a) Payables,a) Payables,a) Payables,a) Payables,,,,
Value added tax,Value added tax,Value added tax,"8,408,386,975","19,067,373,442","50,500,251,539","39,841,265,072",,,,
Corporate income tax,Corporate income tax,Corporate income tax,"5,193,350,887","6,390,876,683","11,639,743,472","10,424,211,848",,,,
Personal income tax,Personal income tax,Personal income tax,"1,982,856,935","6,940,978,685","7,170,786,410","2,212,664,660",,,,
"Land & housing tax, land rental charges","Land & housing tax, land rental charges","Land & housing tax, land rental charges","69,346,178,000","17,365,875,919","365,601,207,347","417,581,509,428",,,,
Other taxes,Other taxes,Other taxes,,"111,916,803","111,916,803",,,,,
Total,Total,Total,"84,930,772,797","49,877,021,532","435,023,905,571","470,059,651,008",,,,
,,,Closing balance,Payables in year,Paid in year,Opening balance,,,,
b) Receivables,b) Receivables,b) Receivables,b) Receivables,b) Receivables,b) Receivables,b) Receivables,,,,
Personal income tax,Personal income tax,Personal income tax,"2,319,698,623","162,777,458",,"2,156,921,165",,,,
Total,Total,Total,"2,319,698,623","162,777,458",,"2,156,921,165",,,,
Note:,Note:,Note:,Note:,Note:,Note:,Note:,,,,
