row_label_raw,row_label_full,a) Short-term trade receivables,"136,964,674,389","111,082,182,349","numeric__136,964,674,389","numeric__111,082,182,349"
Other parties,Other parties,Other parties,"136,807,729,987","111,082,182,349",,
+ SATRA Thai Son JSC,+ SATRA Thai Son JSC,+ SATRA Thai Son JSC,"6,851,211,068","6,851,211,068",,
+ Electricity Power Trading Company,+ Electricity Power Trading Company,+ Electricity Power Trading Company,"56,822,024,812","49,338,090,302",,
+ Clean Aquatic Product Seafood Export Corporation,+ Clean Aquatic Product Seafood Export Corporation,+ Clean Aquatic Product Seafood Export Corporation,"6,543,338,851",,,
+ The other client,+ The other client,+ The other client,"66,591,155,256","54,892,880,979",,
Related parties,Related parties,Related parties,"156,944,402",,,
+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),"156,944,402",,,
b) Long-term trade receivables,b) Long-term trade receivables,b) Long-term trade receivables,b) Long-term trade receivables,b) Long-term trade receivables,,
Total,Total,Total,"136,964,674,389","111,082,182,349",,
