row_label_raw,row_label_full,Chỉ tiêu,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,"7.223,78","7.649,86",7223.78,7649.86
Tài sản/(Nợ phải trã) thuần có gốc ngoại tệ,Tài sản/(Nợ phải trã) thuần có gốc ngoại tệ,Tài sản/(Nợ phải trã) thuần có gốc ngoại tệ,"7.223,78","7.649,86",7223.78,7649.86
