row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi,Số đầu năm > Giá gốc,Số đầu năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị có thể thu hồi
"- Phải thu khách hàng, phải thu khác","- Phải thu khách hàng, phải thu khác","- Phải thu khách hàng, phải thu khác",9.791.211.068,,9.791.211.068,,9791211068.0,,9791211068.0,
Công ty Cổ phần Satra Thái Sơn,Công ty Cổ phần Satra Thái Sơn,Công ty Cổ phần Satra Thái Sơn,6.851.211.068,,6.851.211.068,,6851211068.0,,6851211068.0,
Công ty TNHH cơ điện tử Quang Huy BK,Công ty TNHH cơ điện tử Quang Huy BK,Công ty TNHH cơ điện tử Quang Huy BK,2.900.000.000,,2.900.000.000,,2900000000.0,,2900000000.0,
Công ty Cổ phần Thép QuaTron,Công ty Cổ phần Thép QuaTron,Công ty Cổ phần Thép QuaTron,40.000.000,,40.000.000,,40000000.0,,40000000.0,
Cộng,Cộng,Cộng,9.791.211.068,,9.791.211.068,,9791211068.0,,9791211068.0,
