row_label_raw,row_label_full,1. Sales during the year:,"5,800,000","25,572,496,091","numeric__5,800,000","numeric__25,572,496,091"
- Rental Property,- Rental Property,- Rental Property,,"876,000,000",,
- Purchase materials,- Purchase materials,- Purchase materials,,"18,896,896,091",,
- Disposal asset,- Disposal asset,- Disposal asset,,"5,799,600,000",,
"- Restaurants, hotels","- Restaurants, hotels","- Restaurants, hotels","5,800,000",,,
2. Loan,2. Loan,2. Loan,"223,070,000,000","206,500,000,000",,
- Collect dividend,- Collect dividend,- Collect dividend,"160,000,000,000","20,000,000,000",,
- Loan,- Loan,- Loan,"63,070,000,000","186,500,000,000",,
3. Pay for the year,3. Pay for the year,3. Pay for the year,"137,275,036,000","465,376,991,448",,
- Loan,- Loan,- Loan,"126,000,000,000","437,986,666,667",,
- Interest,- Interest,- Interest,"11,275,036,000","27,390,324,781",,
