row_label_raw,row_label_full,Code,CAPITAL,Note,Closing balance,Opening balance,numeric__CAPITAL,numeric__Note,numeric__Closing balance,numeric__Opening balance
300,300,300,C. LIABILITIES,,"7,338,200,415,348","6,427,842,535,113",,,,
310,310,310,I. Current liabilities,,"2,181,623,129,343","2,915,425,497,088",,,,
311,311,311,1. Short-term trade payables,V.15,"129,019,170,859","153,294,682,009",,,,
312,312,312,2. Short-term advances from customers,V.16,"29,927,365,559","250,940,197,141",,,,
313,313,313,3. Taxes and other payables to State,V.17,"84,930,772,797","470,059,651,008",,,,
314,314,314,4. Payables to employees,,"4,893,801,380","4,602,468,007",,,,
315,315,315,5. Short-term accrued expenses,V.18,"40,363,363,899","33,609,002,180",,,,
316,316,316,6. Short-term intercompany payables,,,,,,,
317,317,317,7. Construction contract-in-progress payables,,,,,,,
318,318,318,8. Short-term unearned revenue,V.20,,"2,962,272,774",,,,
319,319,319,9. Other short-term payables,V.19,"21,869,080,355","16,001,091,308",,,,
320,320,320,10. Short-term borrowings and finance lease liabilities,V.14,"1,841,413,489,520","1,956,630,047,682",,,,
321,321,321,11. Provision for short-term payables,,,,,,,
322,322,322,12. Bonus and welfare fund,,"29,206,084,974","27,326,084,974",,,,
323,323,323,13. Price stabilization fund,,,,,,,
324,324,324,14. Purchase and resale of government bonds,,,,,,,
330,330,330,II. Long-term liabilities,,"5,156,577,286,005","3,512,417,038,025",,,,
331,331,331,1. Long-term trade payables,,,,,,,
332,332,332,2. Prepayments from customers,,,,,,,
333,333,333,3. Long-term accrued expenses,,,,,,,
334,334,334,4. Intercompany payables on working capital,,,,,,,
335,335,335,5. Long-term intercompany payables,,,,,,,
336,336,336,6. Long-term unearned revenue,,,,,,,
337,337,337,7. Other long-term payables,,,,,,,
338,338,338,8. Long-term borrowings and finance lease liabilities,V.14,"5,156,577,286,005","3,512,417,038,025",,,,
339,339,339,9. Convertible bonds,,,,,,,
340,340,340,10. Preference shares,,,,,,,
341,341,341,11. Deferred income tax payables,,,,,,,
342,342,342,12. Provision for long term payables,,,,,,,
343,343,343,13. Scientific and technological development fund,,,,,,,
