row_label_raw,row_label_full,1. Borrowings,"17,260,000,000","numeric__17,260,000,000"
- Borrowings,- Borrowings,- Borrowings,"17,260,000,000",
2. Received within the year,2. Received within the year,2. Received within the year,"954,434,000",
- Pay the borrowings,- Pay the borrowings,- Pay the borrowings,"400,000,000",
- Interest from borrowing,- Interest from borrowing,- Interest from borrowing,"554,434,000",
+ Dung Thinh Phat Sai Gon Joint Stock Company,+ Dung Thinh Phat Sai Gon Joint Stock Company,+ Dung Thinh Phat Sai Gon Joint Stock Company,+ Dung Thinh Phat Sai Gon Joint Stock Company,
1. Pay for the year,1. Pay for the year,1. Pay for the year,"50,000,000",
- Temporary loan,- Temporary loan,- Temporary loan,"50,000,000",
+ Vinh An Investment Company Dak Nong (Subsidiary),+ Vinh An Investment Company Dak Nong (Subsidiary),+ Vinh An Investment Company Dak Nong (Subsidiary),+ Vinh An Investment Company Dak Nong (Subsidiary),
1. Pay for the year,1. Pay for the year,1. Pay for the year,"2,900,000,000",
- Temporary loan,- Temporary loan,- Temporary loan,"2,900,000,000",
