row_label_raw,row_label_full,col_0,Contributed capital,Capital surplus,Development and investment funds,Other funds,Undistributed profit after tax,Total,numeric__Contributed capital,numeric__Capital surplus,numeric__Development and investment funds,numeric__Other funds,numeric__Undistributed profit after tax,numeric__Total
"For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023",,,,,,
"On January 1, 2023","On January 1, 2023","On January 1, 2023","3,365,267,520,000","45,056,200,000","94,099,684,648","4,971,647,795","499,180,232,743","4,008,575,285,186",,,,,,
Increase in capital in the previous period,Increase in capital in the previous period,Increase in capital in the previous period,,,,,,,,,,,,
Profit in the previous period,Profit in the previous period,Profit in the previous period,,,,,"120,796,333,431","120,796,333,431",,,,,,
Increase fund from profit,Increase fund from profit,Increase fund from profit,,,"8,000,000,000",,,"8,000,000,000",,,,,,
Decrease in capital in the previous period,Decrease in capital in the previous period,Decrease in capital in the previous period,,,,,,,,,,,,
Distribution funds from profit,Distribution funds from profit,Distribution funds from profit,,,,,"(10,000,000,000)","(10,000,000,000)",,,,,,
Dividends,Dividends,Dividends,,,,,,,,,,,,
Other decrease,Other decrease,Other decrease,,,,,,,,,,,,
"On December 31, 2023","On December 31, 2023","On December 31, 2023","3,365,267,520,000","45,056,200,000","102,099,684,648","4,971,647,795","609,976,566,174","4,127,371,618,617",,,,,,
