row_label_raw,row_label_full,Related party,Transaction content,Closing balance,Opening balance,numeric__Transaction content,numeric__Closing balance,numeric__Opening balance
+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),,,
,,,"- Restaurants, hotel services","83,365,000",,,,
+ An Giang Tourimex Joint Stock Company (Subsidiary),+ An Giang Tourimex Joint Stock Company (Subsidiary),+ An Giang Tourimex Joint Stock Company (Subsidiary),+ An Giang Tourimex Joint Stock Company (Subsidiary),+ An Giang Tourimex Joint Stock Company (Subsidiary),+ An Giang Tourimex Joint Stock Company (Subsidiary),,,
,,,"- Restaurants, hotel services","400,000,000",,,,
OTHER RECEIVABLES,OTHER RECEIVABLES,OTHER RECEIVABLES,OTHER RECEIVABLES,OTHER RECEIVABLES,OTHER RECEIVABLES,,,
Related party,Related party,Related party,Transaction content,Closing balance,Opening balance,,,
+ Dung Thinh Phat Sai Gon JSC,+ Dung Thinh Phat Sai Gon JSC,+ Dung Thinh Phat Sai Gon JSC,+ Dung Thinh Phat Sai Gon JSC,+ Dung Thinh Phat Sai Gon JSC,+ Dung Thinh Phat Sai Gon JSC,,,
,,,- Borrow money,"365,000,000","315,000,000",,,
+ Vinh An Investment Company Dak Nong,+ Vinh An Investment Company Dak Nong,+ Vinh An Investment Company Dak Nong,+ Vinh An Investment Company Dak Nong,+ Vinh An Investment Company Dak Nong,+ Vinh An Investment Company Dak Nong,,,
,,,- Borrow money,"9,976,889,000","7,076,889,000",,,
"LOAN RECEIVABLES SHORT TERM, LONG TERM","LOAN RECEIVABLES SHORT TERM, LONG TERM","LOAN RECEIVABLES SHORT TERM, LONG TERM","LOAN RECEIVABLES SHORT TERM, LONG TERM","LOAN RECEIVABLES SHORT TERM, LONG TERM","LOAN RECEIVABLES SHORT TERM, LONG TERM",,,
Related party,Related party,Related party,Transaction content,Closing balance,Opening balance,,,
+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),+ International Development and Investment Corporation (I.D.I),,,
,,,- Long - term loan,"82,300,000,000","74,600,000,000",,,
+ Nhut Hong JSC,+ Nhut Hong JSC,+ Nhut Hong JSC,+ Nhut Hong JSC,+ Nhut Hong JSC,+ Nhut Hong JSC,,,
,,,- Long - term loan,"21,900,000,000","33,100,000,000",,,
"+ Sao Mai Solar Co.,Ltd","+ Sao Mai Solar Co.,Ltd","+ Sao Mai Solar Co.,Ltd","+ Sao Mai Solar Co.,Ltd","+ Sao Mai Solar Co.,Ltd","+ Sao Mai Solar Co.,Ltd",,,
,,,- Short - term loan,,"7,500,000,000",,,
"SHORT TERM, LONG TERM BORROWINGS","SHORT TERM, LONG TERM BORROWINGS","SHORT TERM, LONG TERM BORROWINGS","SHORT TERM, LONG TERM BORROWINGS","SHORT TERM, LONG TERM BORROWINGS","SHORT TERM, LONG TERM BORROWINGS",,,
+ Financial Investment & International Media Corporation (Subsidiary until 23/01/2024),+ Financial Investment & International Media Corporation (Subsidiary until 23/01/2024),+ Financial Investment & International Media Corporation (Subsidiary until 23/01/2024),+ Financial Investment & International Media Corporation (Subsidiary until 23/01/2024),+ Financial Investment & International Media Corporation (Subsidiary until 23/01/2024),+ Financial Investment & International Media Corporation (Subsidiary until 23/01/2024),,,
,,,- Long - term loan,,"10,500,000,000",,,
+ International Development and Investment Corporation (I.D.I) (Subsidiary),+ International Development and Investment Corporation (I.D.I) (Subsidiary),+ International Development and Investment Corporation (I.D.I) (Subsidiary),+ International Development and Investment Corporation (I.D.I) (Subsidiary),+ International Development and Investment Corporation (I.D.I) (Subsidiary),+ International Development and Investment Corporation (I.D.I) (Subsidiary),,,
,,,- Long - term loan,,"284,200,000,000",,,
+ Dong Thap Tourist JSC,+ Dong Thap Tourist JSC,+ Dong Thap Tourist JSC,+ Dong Thap Tourist JSC,+ Dong Thap Tourist JSC,+ Dong Thap Tourist JSC,,,
,,,- Short - term loan,,"2,000,000,000",,,
,,,- Long - term loan,,"7,000,000,000",,,
"+ Sao Mai Super Feed Co.,Ltd","+ Sao Mai Super Feed Co.,Ltd","+ Sao Mai Super Feed Co.,Ltd","+ Sao Mai Super Feed Co.,Ltd","+ Sao Mai Super Feed Co.,Ltd","+ Sao Mai Super Feed Co.,Ltd",,,
,,,- Long - term loan,,"62,930,000,000",,,
+ Travel Investment and Seafood Development Corporation,+ Travel Investment and Seafood Development Corporation,+ Travel Investment and Seafood Development Corporation,+ Travel Investment and Seafood Development Corporation,+ Travel Investment and Seafood Development Corporation,+ Travel Investment and Seafood Development Corporation,,,
,,,- Long - term loan,,"173,000,000,000",,,
+ Long An Europlast Solar Power JSC (Subsidiary),+ Long An Europlast Solar Power JSC (Subsidiary),+ Long An Europlast Solar Power JSC (Subsidiary),+ Long An Europlast Solar Power JSC (Subsidiary),+ Long An Europlast Solar Power JSC (Subsidiary),+ Long An Europlast Solar Power JSC (Subsidiary),,,
,,,- Long - term loan,"86,000,000,000","65,290,000,000",,,
"+ Maiky Japan Ecology Co.,Ltd","+ Maiky Japan Ecology Co.,Ltd","+ Maiky Japan Ecology Co.,Ltd","+ Maiky Japan Ecology Co.,Ltd","+ Maiky Japan Ecology Co.,Ltd","+ Maiky Japan Ecology Co.,Ltd",,,
,,,- Short - term loan,"16,860,000,000",,,,
