row_label_raw,row_label_full,Tại ngày 31/12/2024,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,129.019.170.859,,,129.019.170.859,129019170859.0,,,129019170859.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,29.927.365.559,,,29.927.365.559,29927365559.0,,,29927365559.0
Vay và nợ,Vay và nợ,Vay và nợ,1.841.413.489.520,3.562.577.286.005,1.594.000.000.000,6.997.990.775.525,1841413489520.0,3562577286005.0,1594000000000.0,6997990775525.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,21.869.080.355,,,21.869.080.355,21869080355.0,,,21869080355.0
Cộng,Cộng,Cộng,2.062.592.470.192,3.562.577.286.005,1.594.000.000.000,7.178.806.392.298,2062592470192.0,3562577286005.0,1594000000000.0,7178806392298.0
