row_label_raw,row_label_full,Code,ASSETS,Note,Closing balance,Opening balance,numeric__ASSETS,numeric__Note,numeric__Closing balance,numeric__Opening balance
200,200,200,B. LONG - TERM ASSETS,,"6,844,990,441,422","6,495,250,566,501",,,,
210,210,210,I. Long-term receivables,,"116,723,594,250","119,710,000,000",,,,
211,211,211,1. Long-term trade receivables,,,,,,,
212,212,212,2. Prepayments to suppliers in long-term,,,,,,,
213,213,213,3. Working capital provided to subordinate units,,,,,,,
214,214,214,4. Long-term intercompany receivables,,,,,,,
215,215,215,5. Receivables from long-term loans,V.05,"104,200,000,000","107,700,000,000",,,,
216,216,216,6. Other long-term receivables,V.05,"12,523,594,250","12,010,000,000",,,,
219,219,219,7. Provision for doubtful long-term receivables (*),,,,,,,
220,220,220,II. Fixed assets,,"3,157,281,382,918","3,145,349,214,388",,,,
221,221,221,1. Tangible fixed assets,V.10,"2,934,536,945,690","2,923,440,227,342",,,,
222,222,222,- Costs,,"3,669,995,491,648","3,496,401,394,295",,,,
223,223,223,- Accumulated depreciation (*),,"(735,458,545,958)","(572,961,166,953)",,,,
224,224,224,2. Finance lease fixed asset,,,,,,,
225,225,225,- Costs,,,,,,,
226,226,226,- Accumulated depreciation (*),,,,,,,
227,227,227,3. Intangible fixed assets,V.11,"222,744,437,228","221,908,987,043",,,,
228,228,228,- Costs,,"222,794,840,030","221,911,989,830",,,,
229,229,229,- Accumulated depreciation (*),,"(50,402,802)","(3,002,787)",,,,
230,230,230,III. Investment real property,V.12,"210,746,417,143","189,518,102,158",,,,
231,231,231,- Costs,,"276,165,259,992","251,862,415,228",,,,
232,232,232,- Accumulated depreciation (*),,"(65,418,842,849)","(62,344,313,070)",,,,
240,240,240,IV. Long-term assets in progress,V.09,"508,127,681,338","189,516,800,700",,,,
241,241,241,1. Long-term works in progress,,,,,,,
242,242,242,2. Construction in progress,,"508,127,681,338","189,516,800,700",,,,
250,250,250,V. Long-term financial investments,V.02,"2,302,181,715,311","2,301,527,405,235",,,,
251,251,251,1. Investments in subsidiaries,,"2,272,181,715,311","2,275,021,715,311",,,,
252,252,252,2. Investments in associated companies and joint-ventures,,,,,,,
253,253,253,3. Investments in equity of other entities,,"2,000,000,000","2,000,000,000",,,,
254,254,254,4. Provision for decline in the value of long-term investments (*),,"(2,000,000,000)","(5,494,310,076)",,,,
255,255,255,5. Held-to-maturity investments,,"30,000,000,000","30,000,000,000",,,,
260,260,260,V. Other long-term assets,,"549,929,650,462","549,629,044,023",,,,
261,261,261,1. Long-term prepaid expenses,V.13,"549,929,650,462","549,629,044,023",,,,
262,262,262,2. Deferred income tax assets,,,,,,,
263,263,263,"3. Long term equipment, supplies and spare parts",,,,,,,
268,268,268,4. Other long-term assets,,,,,,,
270,270,270,TOTAL ASSETS,,"11,653,902,270,613","10,555,214,153,730",,,,
