row_label_raw,row_label_full,Opening balance,Opening balance_1,Opening balance_2,An Giang,Dong Thap,Others,Unit: VND Total,numeric__Opening balance_1,numeric__Opening balance_2,numeric__An Giang,numeric__Dong Thap,numeric__Others,numeric__Unit: VND Total
Opening balance,Opening balance,Opening balance,Opening balance,Opening balance,An Giang,Dong Thap,Others,Unit: VND Total,,,,,,
Segment assets,Segment assets,Segment assets,Segment assets,Segment assets,"6,138,146,433,608","1,648,166,020,429","2,768,901,699,693","10,555,214,153,730",,,,,,
Assets not attributable to segments,Assets not attributable to segments,Assets not attributable to segments,Assets not attributable to segments,Assets not attributable to segments,,,,,,,,,,
Total,Total,Total,Total,Total,"6,138,146,433,608","1,648,166,020,429","2,768,901,699,693","10,555,214,153,730",,,,,,
Segment liabilities,Segment liabilities,Segment liabilities,Segment liabilities,Segment liabilities,"634,603,080,661","9,538,974,202","314,653,394,543","958,795,449,406",,,,,,
Liabilities not attributable to segments,Liabilities not attributable to segments,Liabilities not attributable to segments,Liabilities not attributable to segments,Liabilities not attributable to segments,,,,"5,469,047,085,707",,,,,,
Total,Total,Total,Total,Total,"634,603,080,661","9,538,974,202","314,653,394,543","6,427,842,535,113",,,,,,
b. The business field segment,b. The business field segment,b. The business field segment,b. The business field segment,b. The business field segment,b. The business field segment,b. The business field segment,b. The business field segment,b. The business field segment,,,,,,
Item,Item,Item,Solar Power,Real Estate,Construction,Trading,Others,Total,,,,,,
Current year,Current year,Current year,Current year,Current year,Current year,Current year,Current year,Current year,,,,,,
Net external sales,Net external sales,Net external sales,"610,748,862,957","26,373,047,828",,"993,470,209,964","1,130,818,295,278","2,761,410,416,027",,,,,,
Segment assets,Segment assets,Segment assets,"4,021,489,298,234","4,390,708,053,476","143,309,330,295","1,325,540,035,728","1,772,855,552,880","11,653,902,270,613",,,,,,
Total expenses on acquisition of fixed assets and other non-current assets.,Total expenses on acquisition of fixed assets and other non-current assets.,Total expenses on acquisition of fixed assets and other non-current assets.,Total expenses on acquisition of fixed assets and other non-current assets.,Total expenses on acquisition of fixed assets and other non-current assets.,,,,"166,883,915,957",,,,,,
Previous year,Previous year,Previous year,Previous year,Previous year,Previous year,Previous year,Previous year,Previous year,,,,,,
Net external sales,Net external sales,Net external sales,"572,538,010,129","127,622,952,753","18,197,787,022","155,010,159,764","1,925,658,604,082","2,799,027,513,750",,,,,,
Segment assets,Segment assets,Segment assets,"4,135,762,179,153","3,633,895,173,584","115,742,365,708","1,031,985,924,616","1,637,828,510,669","10,555,214,153,730",,,,,,
Total expenses on acquisition of fixed assets and other non-current assets.,Total expenses on acquisition of fixed assets and other non-current assets.,Total expenses on acquisition of fixed assets and other non-current assets.,Total expenses on acquisition of fixed assets and other non-current assets.,Total expenses on acquisition of fixed assets and other non-current assets.,,,,"208,679,862,013",,,,,,
