row_label_raw,row_label_full,Số cuối năm,Số đầu năm,numeric__Số đầu năm
508.127.681.338,508.127.681.338,508.127.681.338,189.516.800.700,189516800700.0
17.988.430.972,17.988.430.972,17.988.430.972,5.758.883.653,5758883653.0
490.139.250.366,490.139.250.366,490.139.250.366,183.757.917.047,183757917047.0
,,,1.147.923.083,1147923083.0
,,,1.653.591.160,1653591160.0
,,,882.034.099,882034099.0
55.992.877.500,55.992.877.500,55.992.877.500,55.992.877.500,55992877500.0
,,,6.904.811.700,6904811700.0
174.000.000,174.000.000,174.000.000,174.000.000,174000000.0
,,,34.315.727.108,34315727108.0
,,,1.000.000.000,1000000000.0
,,,1.000.000.000,1000000000.0
,,,48.293.491.853,48293491853.0
429.680.781.098,429.680.781.098,429.680.781.098,28.488.829.637,28488829637.0
1.328.064.636,1.328.064.636,1.328.064.636,1.328.064.636,1328064636.0
2.963.527.132,2.963.527.132,2.963.527.132,2.576.566.271,2576566271.0
508.127.681.338,508.127.681.338,508.127.681.338,189.516.800.700,189516800700.0
