row_label_raw,row_label_full,Bên cho vay,Hợp đồng/Khế ước,Hạn mức/Số tiền vay > VND/USD,Dư nợ vay > VND,Thời hạn vay (Tháng),Lãi suất (%),Mục đích vay,Hình thức đảm bảo,numeric__Hợp đồng/Khế ước,numeric__Hạn mức/Số tiền vay > VND/USD,numeric__Dư nợ vay > VND,numeric__Thời hạn vay (Tháng),numeric__Lãi suất (%),numeric__Mục đích vay,numeric__Hình thức đảm bảo
Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,540.0436A/HDTD,395.000.000.000,395.000.000.000,84,Theo từng khế ước nhận nợ,"Vay bù đắp DA ""Khu đô thị mới Sao Mai Lam Sơn - Sao Vàng""",BĐS + BĐS hình thành từ dự án,,395000000000.0,395000000000.0,84.0,,,
Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,540.0436B.2024/HĐTD-DN/PGBANK,150.000.000.000,28.183.000.000,84,Theo từng khế ước nhận nợ,"Vay bổ sung hoàn thiện DA ""KDT mới Sao Mai Lam Sơn - Sao Vàng""",BĐS + BĐS hình thành từ dự án,,150000000000.0,28183000000.0,84.0,,,
Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,161/2023 - HĐCVDADT/NHCT720-Tập đoàn Sao Mai,1.027.000.000.000,807.000.000.000,70,Theo từng khế ước nhận nợ,"Dự án điện mặt trời giai đoạn 1,2",TSCĐ hình thành từ dự án,,1027000000000.0,807000000000.0,70.0,,,
Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,162/2023 -01161/2023 - HĐCVDADT/NHCT720-Tập đoàn Sao Mai,1.139.000.000.000,1.071.000.000.000,109,Theo từng khế ước nhận nợ,"Dự án điện mặt trời giai đoạn 3,4",TSCĐ hình thành từ dự án,,1139000000000.0,1071000000000.0,109.0,,,
Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,1001/HDVV/2024,,86.000.000.000,22,"Theo từng hợp đồng cụ thể, trả gốc cuối kỳ",Phục vụ sản xuất kinh doanh,Tín chấp,,,86000000000.0,22.0,,,
Công Ty Cổ phần Đầu Tư Tài Chính Và Truyền Thông Quốc Tế,Công Ty Cổ phần Đầu Tư Tài Chính Và Truyền Thông Quốc Tế,Công Ty Cổ phần Đầu Tư Tài Chính Và Truyền Thông Quốc Tế,001/2021,,4.630.000.000,22,"Theo từng hợp đồng cụ thể, trả gốc cuối kỳ",Phục vụ sản xuất kinh doanh,Tín chấp,,,4630000000.0,22.0,,,
Đối tượng khác,Đối tượng khác,Đối tượng khác,Từng hợp đồng cụ thể,,1.026.948.762.152,22,"Theo từng hợp đồng cụ thể, trả gốc cuối kỳ",Phục vụ sản xuất kinh doanh,Tín chấp,,,1026948762152.0,22.0,,,
Tổng cộng:,Tổng cộng:,Tổng cộng:,,,6.997.990.775.525,,,,,,,6997990775525.0,,,,
