row_label_raw,row_label_full,Related party,Transaction content,Current year,Previous year,numeric__Transaction content,numeric__Current year,numeric__Previous year
"+ Sao Mai Solar Co.,Ltd (Subsidiary)","+ Sao Mai Solar Co.,Ltd (Subsidiary)","+ Sao Mai Solar Co.,Ltd (Subsidiary)","+ Sao Mai Solar Co.,Ltd (Subsidiary)","+ Sao Mai Solar Co.,Ltd (Subsidiary)","+ Sao Mai Solar Co.,Ltd (Subsidiary)",,,
,,,3. Pay for the year,"38,512,493,000","11,354,466,000",,,
,,,- Interest,"1,512,493,000","854,466,000",,,
,,,- Pay the borrowings,"36,000,000,000","10,500,000,000",,,
,,,- Temporary loan,"1,000,000,000",,,,
