row_label_raw,row_label_full,1. Bán hàng trong năm,col_1,3.112.000.000,numeric__col_1,numeric__3.112.000.000
"- Dịch vụ nhà hàng, khách sạn","- Dịch vụ nhà hàng, khách sạn","- Dịch vụ nhà hàng, khách sạn",,1.000.000.000,,1000000000.0
- Cho thuê văn phòng,- Cho thuê văn phòng,- Cho thuê văn phòng,,2.112.000.000,,2112000000.0
2. Thu tiền trong năm,2. Thu tiền trong năm,2. Thu tiền trong năm,,3.900.000.000,,3900000000.0
- Vay huy động vốn,- Vay huy động vốn,- Vay huy động vốn,,3.900.000.000,,3900000000.0
3. Chi tiền trong năm,3. Chi tiền trong năm,3. Chi tiền trong năm,500.000.000,1.553.033.333,500000000.0,1553033333.0
- Trả tiền vay,- Trả tiền vay,- Trả tiền vay,500.000.000,1.000.000.000,500000000.0,1000000000.0
- Trả lãi vay,- Trả lãi vay,- Trả lãi vay,,553.033.333,,553033333.0
