row_label_raw,row_label_full,Code,Item,Note,Current year,Previous year,numeric__Item,numeric__Note,numeric__Current year,numeric__Previous year
01,01,01,1. Revenues from sales and service provisions,VI.01,"2,761,806,385,436","2,811,663,670,838",,,,
02,02,02,2. Revenue deductions,VI.02,"395,969,409","12,636,157,088",,,,
10,10,10,3. Net revenues from sales and service provisions,,"2,761,410,416,027","2,799,027,513,750",,,,
11,11,11,4. Costs of goods sold,VI.03,"2,285,119,088,801","2,324,197,356,254",,,,
20,20,20,5. Gross revenues from,,"476,291,327,226","474,830,157,496",,,,
21,21,21,6. Financial income,VI.04,"213,398,885,758","100,592,708,888",,,,
22,22,22,7. Financial expense,VI.05,"338,946,081,001","329,901,642,307",,,,
23,23,23,In which: Interest expenses,,"333,151,486,395","330,828,581,768",,,,
24,24,24,8. Selling expenses,VI.06,"15,632,575,499","15,534,443,766",,,,
25,25,25,9. Enterprise administrative expense,VI.06,"116,760,629,307","101,045,490,966",,,,
30,30,30,10. Net profit from operations,,"218,350,927,177","128,941,289,345",,,,
31,31,31,11. Other income,VI.07,"2,401,123,931","4,504,701,841",,,,
32,32,32,12. Other expenses,VI.08,"24,012,931,949","1,009,953,594",,,,
40,40,40,13. Other profit,,"(21,611,808,018)","3,494,748,247",,,,
50,50,50,14. Total pre-tax profit,,"196,739,119,159","132,436,037,592",,,,
51,51,51,15. Current enterprise income tax expense,VI.10,"6,408,882,511","11,639,704,161",,,,
52,52,52,16. Deferred enterprise income tax expense,,,,,,,
60,60,60,17. Profits after enterprise income tax,,"190,330,236,648","120,796,333,431",,,,
