row_label_raw,row_label_full,col_0,Current year,Previous year,numeric__Current year,numeric__Previous year
06. 1. Selling expenses,06. 1. Selling expenses,06. 1. Selling expenses,06. 1. Selling expenses,06. 1. Selling expenses,,
Labor costs and staff costs,Labor costs and staff costs,Labor costs and staff costs,"664,381,002","1,415,615,001",,
Others,Others,Others,"14,968,194,497","14,118,828,765",,
Total,Total,Total,"15,632,575,499","15,534,443,766",,
06. 2. General administration expenses,06. 2. General administration expenses,06. 2. General administration expenses,06. 2. General administration expenses,06. 2. General administration expenses,,
"Costs of materials, package","Costs of materials, package","Costs of materials, package",Current year,Previous year,,
"Costs of tools, supplies","Costs of tools, supplies","Costs of tools, supplies","5,111,780,018","4,749,671,483",,
Labor costs and staff costs,Labor costs and staff costs,Labor costs and staff costs,"37,908,764,623","34,932,809,102",,
Depreciation,Depreciation,Depreciation,"8,432,138,403","8,107,512,094",,
"Tax, duties, fees","Tax, duties, fees","Tax, duties, fees","18,255,245","1,485,117,717",,
External services,External services,External services,"39,836,672,147","37,431,712,652",,
Others,Others,Others,"25,453,018,871","14,338,667,918",,
Total,Total,Total,"116,760,629,307","101,045,490,966",,
