row_label_raw,row_label_full,col_0,Giá trị,Dự phòng,Giá trị_1,Dự phòng_1,numeric__Giá trị,numeric__Dự phòng,numeric__Giá trị_1,numeric__Dự phòng_1
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,188.090.529.052,,174.217.200.058,,188090529052.0,,174217200058.0,
Tạm ứng,Tạm ứng,Tạm ứng,169.859.282.553,,151.871.744.303,,169859282553.0,,151871744303.0,
- Bùi Thị Ngọc Linh,- Bùi Thị Ngọc Linh,- Bùi Thị Ngọc Linh,28.753.397.000,,11.141.417.000,,28753397000.0,,11141417000.0,
- Lê Văn Ba,- Lê Văn Ba,- Lê Văn Ba,19.511.827.000,,18.991.827.000,,19511827000.0,,18991827000.0,
- CBCNV khác,- CBCNV khác,- CBCNV khác,121.594.058.553,,121.738.500.303,,121594058553.0,,121738500303.0,
Phải thu khác,Phải thu khác,Phải thu khác,18.231.246.499,,22.345.455.755,,18231246499.0,,22345455755.0,
Bên khác,Bên khác,Bên khác,7.889.357.499,,14.953.566.755,,7889357499.0,,14953566755.0,
Bên liên quan,Bên liên quan,Bên liên quan,10.341.889.000,,7.391.889.000,,10341889000.0,,7391889000.0,
Công ty Cổ phần Dũng Thịnh Phát Sài Gòn,Công ty Cổ phần Dũng Thịnh Phát Sài Gòn,Công ty Cổ phần Dũng Thịnh Phát Sài Gòn,365.000.000,,315.000.000,,365000000.0,,315000000.0,
Công ty Cổ phần Đầu Tư Vĩnh An Đắk Nông,Công ty Cổ phần Đầu Tư Vĩnh An Đắk Nông,Công ty Cổ phần Đầu Tư Vĩnh An Đắk Nông,9.976.889.000,,7.076.889.000,,9976889000.0,,7076889000.0,
b) Dải hạn,b) Dải hạn,b) Dải hạn,12.523.594.250,,12.010.000.000,,12523594250.0,,12010000000.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",12.523.594.250,,12.010.000.000,,12523594250.0,,12010000000.0,
Cộng,Cộng,Cộng,200.614.123.302,,186.227.200.058,,200614123302.0,,186227200058.0,
