row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc và đá quý","TÀI SẢN > Tiền mặt, vàng bạc và đá quý","Tiền mặt, vàng bạc và đá quý",5,7.849.898,8.222.365,5.0,7849898.0,8222365.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,12.286.117,12.169.867,6.0,12286117.0,12169867.0
"Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác",,25.293.585,8.353.579,,25293585.0,8353579.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,7.1,24.968.280,7.678.393,71.0,24968280.0,7678393.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,7.2,325.305,675.186,72.0,325305.0,675186.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,109.858,-,8.0,109858.0,
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,432.997.593,381.012.317,,432997593.0,381012317.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,438.627.777,387.929.596,9.0,438627777.0,387929596.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11.1,(5.630.184),(6.917.279),111.0,-5630184.0,-6917279.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,10,102.642,188.770,10.0,102642.0,188770.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,124.710,285.967,,124710.0,285967.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(22.068),(97.197),,-22068.0,-97197.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,68.800.687,69.666.929,,68800687.0,69666929.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12.1,27.896.339,34.048.080,121.0,27896339.0,34048080.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,55.551.832,41.650.354,122.0,55551832.0,41650354.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.3,(14.647.484),(6.031.505),123.0,-14647484.0,-6031505.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,88.812,88.968,13.0,88812.0,88968.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,97.014,97.014,,97014.0,97014.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(8.202),(8.046),,-8202.0,-8046.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,7.547.677,8.195.276,,7547677.0,8195276.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14.1,4.489.795,4.518.674,141.0,4489795.0,4518674.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,7.857.573,7.867.653,,7857573.0,7867653.0
Khấu hao tài sản cố định,TÀI SẢN > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(3.367.778),(3.348.979),,-3367778.0,-3348979.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,14.2,3.057.882,3.676.602,142.0,3057882.0,3676602.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,4.522.417,5.156.973,,4522417.0,5156973.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(1.464.535),(1.480.371),,-1464535.0,-1480371.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,36.830.826,33.219.052,,36830826.0,33219052.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,15.1,32.716.333,24.874.964,151.0,32716333.0,24874964.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",15.2,5.078.974,9.951.216,152.0,5078974.0,9951216.0
Tài sản thuê thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuê thu nhập doanh nghiệp hoãn lại,Tài sản thuê thu nhập doanh nghiệp hoãn lại,22.2,242.847,405.006,222.0,242847.0,405006.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,15.3,1.226.733,1.064.288,153.0,1226733.0,1064288.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,15.4,(2.434.061),(3.076.422),154.0,-2434061.0,-3076422.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,591.907.695,521.117.123,,591907695.0,521117123.0
