row_label_raw,row_label_full,col_0,Vốn điều lệTriệu đồng,Vốn đầu tưXDCB và mua sắm TSCĐTriệu đồng,Thặng dưvốn cổ phầnTriệu đồng,Vốn khácTriệu đồng,Các quỹdự trữTriệu đồng,Chênh lệchty giáhối đoáiTriệu đồng,Lợi nhuậnchưaphân phốiTriệu đồng,Tổng cộngTriệu đồng,numeric__Vốn điều lệTriệu đồng,numeric__Vốn đầu tưXDCB và mua sắm TSCĐTriệu đồng,numeric__Thặng dưvốn cổ phầnTriệu đồng,numeric__Vốn khácTriệu đồng,numeric__Các quỹdự trữTriệu đồng,numeric__Chênh lệchty giáhối đoáiTriệu đồng,numeric__Lợi nhuậnchưaphân phốiTriệu đồng,numeric__Tổng cộngTriệu đồng
Số đầu năm,Số đầu năm,Số đầu năm,18.852.157,1.121,1.747.651,653,3.715.274,37.363,9.907.117,34.261.336,18852157.0,1121.0,1747651.0,653.0,3715274.0,37363.0,9907117.0,34261336.0
Tăng/(giảm) trong năm,Tăng/(giảm) trong năm,Tăng/(giảm) trong năm,-,-,-,-,-,(206.855),5.040.695,4.833.840,,,,,,-206855.0,5040695.0,4833840.0
Trích lập các quỹ cho năm trước,Trích lập các quỹ cho năm trước,Trích lập các quỹ cho năm trước,-,-,-,-,519.055,-,(519.055),-,,,,,519055.0,,-519055.0,
"Trích lập Quỹ khen thưởng, phúc lợi","Trích lập Quỹ khen thưởng, phúc lợi","Trích lập Quỹ khen thưởng, phúc lợi",-,-,-,-,-,-,(404.730),(404.730),,,,,,,-404730.0,-404730.0
Hoàn nhập quỹ,Hoàn nhập quỹ,Hoàn nhập quỹ,-,-,-,-,(11.105),-,11.105,-,,,,,-11105.0,,11105.0,
Điều chỉnh khác,Điều chỉnh khác,Điều chỉnh khác,-,-,-,-,-,-,(63.450),(63.450),,,,,,,-63450.0,-63450.0
Số cuối năm,Số cuối năm,Số cuối năm,18.852.157,1.121,1.747.651,653,4.223.224,(169.492),13.971.682,38.626.996,18852157.0,1121.0,1747651.0,653.0,4223224.0,-169492.0,13971682.0,38626996.0
