row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,,
Tiền gửi tại NHNN,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tiền gửi tại NHNN,Tiền gửi tại NHNN,12.286.117,12.169.867,12286117.0,12169867.0
Tiền gửi tại và cho vay các TCTD khác,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,25.293.585,8.353.579,25293585.0,8353579.0
Các công cụ tài chính phải sinh,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,109.858,-,109858.0,
Cho vay khách hàng - gộp,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,438.627.777,387.929.596,438627777.0,387929596.0
- Cho vay khách hàng cá nhân,Rủi ro tín dụng liên quan đến các tài sản nội bảng > - Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,253.063.345,227.543.585,253063345.0,227543585.0
- Cho vay khách hàng tổ chức,Rủi ro tín dụng liên quan đến các tài sản nội bảng > - Cho vay khách hàng tổ chức,- Cho vay khách hàng tổ chức,185.564.432,160.386.011,185564432.0,160386011.0
Hoạt động mua nợ - gộp,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,124.710,285.967,124710.0,285967.0
Chứng khoán đầu tư - gộp,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,83.442.000,75.692.282,83442000.0,75692282.0
- Chứng khoán nợ - sẵn sàng để bán,Rủi ro tín dụng liên quan đến các tài sản nội bảng > - Chứng khoán nợ - sẵn sàng để bán,- Chứng khoán nợ - sẵn sàng để bán,27.890.168,34.041.928,27890168.0,34041928.0
- Chứng khoán nợ - giữ đến ngày đáo hạn,Rủi ro tín dụng liên quan đến các tài sản nội bảng > - Chứng khoán nợ - giữ đến ngày đáo hạn,- Chứng khoán nợ - giữ đến ngày đáo hạn,55.551.832,41.650.354,55551832.0,41650354.0
Tài sản tài chính khác - gộp,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tài sản tài chính khác - gộp,Tài sản tài chính khác - gộp,32.466.269,27.765.519,32466269.0,27765519.0
Rủi ro tín dụng liên quan đến các tài sản,Rủi ro tín dụng liên quan đến các tài sản,Rủi ro tín dụng liên quan đến các tài sản,Rủi ro tín dụng liên quan đến các tài sản,Rủi ro tín dụng liên quan đến các tài sản,,
ngoại bảng - gộp,ngoại bảng - gộp,ngoại bảng - gộp,ngoại bảng - gộp,ngoại bảng - gộp,,
Các hợp đồng bảo lãnh tài chính,ngoại bảng - gộp > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,11.511.988,10.996.865,11511988.0,10996865.0
Các cam kết trong thư tín dụng,ngoại bảng - gộp > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,4.965.314,7.829.512,4965314.0,7829512.0
