row_label_raw,row_label_full,col_0,Trong nướcTriệu đồng,Nước ngoàiTriệu đồng,Tổng cộngTriệu đồng,numeric__Trong nướcTriệu đồng,numeric__Nước ngoàiTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,,,
Tiền gửi tại và cho vay các TCTD khác,Tài sản tại ngày 31 tháng 12 năm 2022 > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,22.438.869,2.854.716,25.293.585,22438869.0,2854716.0,25293585.0
Các công cụ tài chính phải sinh,Tài sản tại ngày 31 tháng 12 năm 2022 > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,27.973.777,-,27.973.777,27973777.0,,27973777.0
Cho vay khách hàng - gộp,Tài sản tại ngày 31 tháng 12 năm 2022 > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,432.489.056,6.138.721,438.627.777,432489056.0,6138721.0,438627777.0
Hoạt động mua nợ - gộp,Tài sản tại ngày 31 tháng 12 năm 2022 > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,124.710,-,124.710,124710.0,,124710.0
Chứng khoán đầu tư - gộp,Tài sản tại ngày 31 tháng 12 năm 2022 > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,83.317.170,131.001,83.448.171,83317170.0,131001.0,83448171.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản tại ngày 31 tháng 12 năm 2022 > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",97.014,-,97.014,97014.0,,97014.0
Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,,,
Các khoản nợ Chính phủ và NHNN Việt Nam,Công nợ tại ngày 31 tháng 12 năm 2022 > Các khoản nợ Chính phủ và NHNN Việt Nam,Các khoản nợ Chính phủ và NHNN Việt Nam,9.901.209,-,9.901.209,9901209.0,,9901209.0
Tiền gửi và vay các TCTD khác,Công nợ tại ngày 31 tháng 12 năm 2022 > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,26.149.862,2.280.586,28.430.448,26149862.0,2280586.0,28430448.0
Tiền gửi của khách hàng,Công nợ tại ngày 31 tháng 12 năm 2022 > Tiền gửi của khách hàng,Tiền gửi của khách hàng,447.086.515,7.653.981,454.740.496,447086515.0,7653981.0,454740496.0
"Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Công nợ tại ngày 31 tháng 12 năm 2022 > Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,239.837,239.837,,239837.0,239837.0
Phát hành giấy tờ có giá,Công nợ tại ngày 31 tháng 12 năm 2022 > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,25.820.307,-,25.820.307,25820307.0,,25820307.0
Cam kết ngoại bảng tại ngày 31 tháng 12 năm 2022 - gộp,Công nợ tại ngày 31 tháng 12 năm 2022 > Cam kết ngoại bảng tại ngày 31 tháng 12 năm 2022 - gộp,Cam kết ngoại bảng tại ngày 31 tháng 12 năm 2022 - gộp,64.131.327,350.987,64.482.314,64131327.0,350987.0,64482314.0
