row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,6.339.072,4.400.026,6339072.0,4400026.0
Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,197.657,364.753,197657.0,364753.0
Tổng lợi nhuận kế toán trước thuế trước điều chỉnhdo hợp nhất báo cáo tài chính,Tổng lợi nhuận kế toán trước thuế trước điều chỉnhdo hợp nhất báo cáo tài chính,Tổng lợi nhuận kế toán trước thuế trước điều chỉnhdo hợp nhất báo cáo tài chính,6.536.729,4.764.779,6536729.0,4764779.0
Thuế TNDN theo thuế suất 20% áp dụng cho Ngânhàng và các công ty con,Thuế TNDN theo thuế suất 20% áp dụng cho Ngânhàng và các công ty con,Thuế TNDN theo thuế suất 20% áp dụng cho Ngânhàng và các công ty con,1.307.346,952.956,1307346.0,952956.0
Các khoản điều chỉnh tăng:- Dự phòng tài sản Có khác và các khoản đầu tudài hạn,Các khoản điều chỉnh tăng:- Dự phòng tài sản Có khác và các khoản đầu tudài hạn,Các khoản điều chỉnh tăng:- Dự phòng tài sản Có khác và các khoản đầu tudài hạn,53.908,1.458,53908.0,1458.0
- Các khoản chi phí không được khấu trừ,- Các khoản chi phí không được khấu trừ,- Các khoản chi phí không được khấu trừ,29.519,25.864,29519.0,25864.0
- Điều chỉnh chênh lệch tỷ giá hối đoái,- Điều chỉnh chênh lệch tỷ giá hối đoái,- Điều chỉnh chênh lệch tỷ giá hối đoái,-,18.152,,18152.0
- Lỗ chưa sử dụng Công ty con chuyển sang nămsau,- Lỗ chưa sử dụng Công ty con chuyển sang nămsau,- Lỗ chưa sử dụng Công ty con chuyển sang nămsau,4.226,2.778,4226.0,2778.0
Các khoản điều chỉnh giảm:- Thu nhập cổ tức không chịu thuế,Các khoản điều chỉnh giảm:- Thu nhập cổ tức không chịu thuế,Các khoản điều chỉnh giảm:- Thu nhập cổ tức không chịu thuế,(51.572),(318),-51572.0,-318.0
- Hoàn nhập dự phòng tài sản Có khác và cáckhoản đầu tư dài hạn,- Hoàn nhập dự phòng tài sản Có khác và cáckhoản đầu tư dài hạn,- Hoàn nhập dự phòng tài sản Có khác và cáckhoản đầu tư dài hạn,(167.200),(46.877),-167200.0,-46877.0
- Thu nhập từ chuyển nhượng quyền sử dụng đất,- Thu nhập từ chuyển nhượng quyền sử dụng đất,- Thu nhập từ chuyển nhượng quyền sử dụng đất,(331.346),(34.284),-331346.0,-34284.0
- Chênh lệch thuế suất,- Chênh lệch thuế suất,- Chênh lệch thuế suất,(29.187),(27.438),-29187.0,-27438.0
- Giảm khác,- Giảm khác,- Giảm khác,(1.072),-,-1072.0,
Chi phí thuế TNDN ước tính trong năm,Chi phí thuế TNDN ước tính trong năm,Chi phí thuế TNDN ước tính trong năm,814.622,892.291,814622.0,892291.0
Thuế chuyển nhượng quyền sử dụng đất,Thuế chuyển nhượng quyền sử dụng đất,Thuế chuyển nhượng quyền sử dụng đất,331.346,34.284,331346.0,34284.0
Nộp bổ sung thuế các năm trước,Nộp bổ sung thuế các năm trước,Nộp bổ sung thuế các năm trước,22.599,14.451,22599.0,14451.0
Chi phí thuế TNDN hiện hành trong năm,Chi phí thuế TNDN hiện hành trong năm,Chi phí thuế TNDN hiện hành trong năm,1.168.567,941.026,1168567.0,941026.0
