row_label_raw,row_label_full,Số đầu năm > Tăng trong năm,Năm nayTriệu đồng > 487.281 > 927.961,Năm trướcTriệu đồng > 392.997 > 438.581,numeric__Năm nayTriệu đồng > 487.281 > 927.961,numeric__Năm trướcTriệu đồng > 392.997 > 438.581
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(519.773),(136.292),-519773.0,-136292.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(184.437),(172.121),-184437.0,-172121.0
Chuyển sang chi phí chờ phân bổ và chi phí hoạt động,Chuyển sang chi phí chờ phân bổ và chi phí hoạt động,Chuyển sang chi phí chờ phân bổ và chi phí hoạt động,(56.231),(35.665),-56231.0,-35665.0
Giảm khác,Giảm khác,Giảm khác,(29),(219),-29.0,-219.0
Số cuối năm,Số cuối năm,Số cuối năm,654.772,487.281,654772.0,487281.0
