row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,16,9.901.209,522.745,16.0,9901209.0,522745.0
Tiền gửi và vay Chính phủ,NỘ PHẢI TRẢ > Tiền gửi và vay Chính phủ,Tiền gửi và vay Chính phủ,,9.901.209,522.745,,9901209.0,522745.0
Tiền gửi và vay các TCTD khác,NỘ PHẢI TRẢ > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,,28.430.448,15.229.099,,28430448.0,15229099.0
Tiền gửi của các TCTD khác,NỘ PHẢI TRẢ > Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,17.1,21.729.677,9.191.147,171.0,21729677.0,9191147.0
Vay các TCTD khác,NỘ PHẢI TRẢ > Vay các TCTD khác,Vay các TCTD khác,17.2,6.700.771,6.037.952,172.0,6700771.0,6037952.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,18,454.740.496,427.386.772,18.0,454740496.0,427386772.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,NỘ PHẢI TRẢ > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,8,-,108.003,8.0,,108003.0
"Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro","NỘ PHẢI TRẢ > Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro",19,239.837,278.940,19.0,239837.0,278940.0
Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,20,25.820.307,21.103.779,20.0,25820307.0,21103779.0
Các khoản nợ khác,NỘ PHẢI TRẢ > Các khoản nợ khác,Các khoản nợ khác,,34.148.402,22.226.449,,34148402.0,22226449.0
"Các khoản lãi, phí phải trả","NỘ PHẢI TRẢ > Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",21.1,7.516.570,5.883.564,211.0,7516570.0,5883564.0
Thuế thu nhập doanh nghiệp hoãn lại phải trả,NỘ PHẢI TRẢ > Thuế thu nhập doanh nghiệp hoãn lại phải trả,Thuế thu nhập doanh nghiệp hoãn lại phải trả,22.2,29.460,28.418,222.0,29460.0,28418.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRẢ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,21.2,26.573.974,16.314.467,212.0,26573974.0,16314467.0
Dự phòng rủi ro khác (Dự phòng cho công nợ tiềm ấn và cam kết ngoại bảng),NỘ PHẢI TRẢ > Dự phòng rủi ro khác (Dự phòng cho công nợ tiềm ấn và cam kết ngoại bảng),Dự phòng rủi ro khác (Dự phòng cho công nợ tiềm ấn và cam kết ngoại bảng),,28.398,-,,28398.0,
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,553.280.699,486.855.787,,553280699.0,486855787.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,
Vốn,VỐN CHỦ SỞ HỮU > Vốn,Vốn,,20.601.582,20.601.582,,20601582.0,20601582.0
Vốn điều lệ,VỐN CHỦ SỞ HỮU > Vốn điều lệ,Vốn điều lệ,,18.852.157,18.852.157,,18852157.0,18852157.0
