row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,78.145.909,84.052.407,78145909.0,84052407.0
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,23.875.726,30.092.143,23875726.0,30092143.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,22.310.121,24.171.187,22310121.0,24171187.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,16.494.562,14.394.651,16494562.0,14394651.0
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,4.034.533,4.980.325,4034533.0,4980325.0
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,3.965.539,4.173.125,3965539.0,4173125.0
Công ty trách nhiệm hữu hạn 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,2.110.547,1.388.775,2110547.0,1388775.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,407.708,637.442,407708.0,637442.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,347.807,248.047,347807.0,248047.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",159.409,189.472,159409.0,189472.0
Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,54.770,66.354,54770.0,66354.0
"Công ty hợp danh Đơn vị hành chính sự nghiệp, Đằng, Đoàn thể và hiệp hội","Công ty hợp danh Đơn vị hành chính sự nghiệp, Đằng, Đoàn thể và hiệp hội","Công ty hợp danh Đơn vị hành chính sự nghiệp, Đằng, Đoàn thể và hiệp hội",21.980,91.918,21980.0,91918.0
"Công ty hợp danh Đơn vị hành chính sự nghiệp, Đằng, Đoàn thể và hiệp hội","Công ty hợp danh Đơn vị hành chính sự nghiệp, Đằng, Đoàn thể và hiệp hội","Công ty hợp danh Đơn vị hành chính sự nghiệp, Đằng, Đoàn thể và hiệp hội",14.722,16.879,14722.0,16879.0
Khác,Khác,Khác,4.348.485,3.602.089,4348485.0,3602089.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,376.594.587,343.334.365,376594587.0,343334365.0
,,,454.740.496,427.386.772,454740496.0,427386772.0
