row_label_raw,row_label_full,"Cổ tức nhận được trong năm từ góp vốn,mua cổ phần",Năm nayTriệu đồng > 12.466,Năm trướcTriệu đồng > 2.129,numeric__Năm nayTriệu đồng > 12.466,numeric__Năm trướcTriệu đồng > 2.129
- Từ chứng khoán vốn đầu tư,- Từ chứng khoán vốn đầu tư,- Từ chứng khoán vốn đầu tư,460,538,460.0,538.0
"- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn",12.006,1.591,12006.0,1591.0
Lãi thanh lý các khoản đầu tư dài hạn khác,Lãi thanh lý các khoản đầu tư dài hạn khác,Lãi thanh lý các khoản đầu tư dài hạn khác,-,37.319,,37319.0
,,,12.466,39.448,12466.0,39448.0
