row_label_raw,row_label_full,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (a),Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
- Bằng VND,- Bằng VND,- Bằng VND,10.515.502,9.352.217,10515502.0,9352217.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,406.961,762.021,406961.0,762021.0
Tiền gửi tại Ngân hàng Trung ương Lào (b),Tiền gửi tại Ngân hàng Trung ương Lào (b),Tiền gửi tại Ngân hàng Trung ương Lào (b),529.088,871.353,529088.0,871353.0
Tiền gửi tại Ngân hàng Quốc gia Campuchia (c),Tiền gửi tại Ngân hàng Quốc gia Campuchia (c),Tiền gửi tại Ngân hàng Quốc gia Campuchia (c),834.566,1.184.276,834566.0,1184276.0
,,,12.286.117,12.169.867,12286117.0,12169867.0
