row_label_raw,row_label_full,col_0,Số cuối năm%/năm,Số đầu năm%/năm,numeric__Số cuối năm%/năm,numeric__Số đầu năm%/năm
Bằng VND,Bằng VND,Bằng VND,"2,00 - 10,19","1,50 - 4,74",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"0,75 - 10,15","0,75 - 12,60",,
