row_label_raw,row_label_full,col_0,Sốđầu nămTriệu đồng,Phát sinh trong năm > Sốphải nộpTriệu đồng,Phát sinh trong năm > Sốđã nộpTriệu đồng,Phát sinh trong năm > Điều chỉnhkhácTriệu đồng,Sốcuối nămTriệu đồng,numeric__Sốđầu nămTriệu đồng,numeric__Phát sinh trong năm > Sốphải nộpTriệu đồng,numeric__Phát sinh trong năm > Sốđã nộpTriệu đồng,numeric__Phát sinh trong năm > Điều chỉnhkhácTriệu đồng,numeric__Sốcuối nămTriệu đồng
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,20.147,1.168.567,(1.426.196),(5.115),(242.597),20147.0,1168567.0,-1426196.0,-5115.0,-242597.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,38.171,785.473,(691.040),-,132.604,38171.0,785473.0,-691040.0,,132604.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,48.193,600.272,(576.995),-,71.470,48193.0,600272.0,-576995.0,,71470.0
,,,106.511,2.554.312,(2.694.231),(5.115),(38.523),106511.0,2554312.0,-2694231.0,-5115.0,-38523.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,
Tạm ứng thuế,Trong đó: > Tạm ứng thuế,Tạm ứng thuế,(228.262),,,,(350.116),-228262.0,,,,-350116.0
Thuế và các khoản phải nộp Nhà nước,Trong đó: > Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,334.773,,,,311.593,334773.0,,,,311593.0
