row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,1.566.481,1.109.261,1566481.0,1109261.0
Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,1.135.408,877.942,1135408.0,877942.0
Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,277.489,166.614,277489.0,166614.0
Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,126.313,64.705,126313.0,64705.0
"Lãi đánh giá lại ngoại tệ, vàng và các công cụ tài chính","Lãi đánh giá lại ngoại tệ, vàng và các công cụ tài chính","Lãi đánh giá lại ngoại tệ, vàng và các công cụ tài chính",27.271,-,27271.0,
Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,(504.237),(372.168),-504237.0,-372168.0
Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,(457.612),(293.817),-457612.0,-293817.0
Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,(46.544),(37.873),-46544.0,-37873.0
Chi về kinh doanh vàng,Chi về kinh doanh vàng,Chi về kinh doanh vàng,(81),(5.702),-81.0,-5702.0
"Lỗ đánh giá lại ngoại tệ, vàng và các công cụ tài chính","Lỗ đánh giá lại ngoại tệ, vàng và các công cụ tài chính","Lỗ đánh giá lại ngoại tệ, vàng và các công cụ tài chính",-,(34.776),,-34776.0
,,,1.062.244,737.093,1062244.0,737093.0
