row_label_raw,row_label_full,Chỉ tiêu > Số đầu năm > Trích lập các quỹ cho năm trước,Quỹ đầu tư phát triển Triệu đồng > 118.539 > -,Quỹ dự phòng tài chính Triệu đồng > 2.280.434 > 340.070,Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 1.305.196 > 178.985,Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 11.105 > -,Tổng cộng Triệu đồng > 3.715.274 > 519.055,numeric__Quỹ đầu tư phát triển Triệu đồng > 118.539 > -,numeric__Quỹ dự phòng tài chính Triệu đồng > 2.280.434 > 340.070,numeric__Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 1.305.196 > 178.985,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 11.105 > -,numeric__Tổng cộng Triệu đồng > 3.715.274 > 519.055
Hoàn nhập quỹ,Hoàn nhập quỹ,Hoàn nhập quỹ,-,-,-,(11.105),(11.105),,,,-11105.0,-11105.0
Số cuối năm,Số cuối năm,Số cuối năm,118.539,2.620.504,1.484.181,-,4.223.224,118539.0,2620504.0,1484181.0,,4223224.0
